FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,나이,게임수,타석수,타수,득점,안타,2루타,3루타,사구,홈런,타점,도루성공,도루실패,볼넷,삼진,병살타,희생플라이,평균대비수비득점기여,수비_포지션 RAA,전체수비 RAA,공격WAR,수비WAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM 순위,TEAM 게임수,TEAM 타석수,TEAM 타수,TEAM 득점,TEAM 안타,TEAM 2루타,TEAM 3루타,TEAM 사구,TEAM 홈런,TEAM 타점,TEAM 도루,TEAM 도루실패,TEAM 볼넷,TEAM 삼진,TEAM 병살타,TEAM 희생플라이,TEAM 평균대비수비득점기여,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM 공격WAR,TEAM 수비WAR,TEAM 연봉,wRC+
2013,SK,이호준,1B,우투,우타,4.0,재자격,A,2012,36.0,127.0,504.0,426.0,55.0,128.0,26.0,0.0,5.0,18.0,78.0,3.0,3.0,72.0,90.0,10.0,1.0,0.85,-10.24,-9.4,6.12,-1.17,25000.0,고졸,이적,3.0,20.0,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,167.6
2014,NC,이호준,DH,우투,우타,,FA 1년차,,2013,37.0,126.0,508.0,442.0,46.0,123.0,25.0,1.0,1.0,20.0,87.0,2.0,3.0,60.0,109.0,8.0,5.0,0.0,-11.98,-11.98,3.99,-1.16,45000.0,,,,,7.0,128.0,4866.0,4282.0,512.0,1045.0,209.0,25.0,62.0,86.0,485.0,142.0,47.0,434.0,955.0,94.0,31.0,29.46,-1.57,27.89,11.43,2.38,187600.0,129.5
2019,KT,장성우,C,우투,우타,9.0,신규,B,2018,28.0,127.0,393.0,356.0,41.0,92.0,13.0,0.0,2.0,13.0,48.0,1.0,1.0,32.0,82.0,8.0,2.0,-1.66,9.22,7.56,1.13,-0.15,7300.0,35세 이상 대졸,,,,9.0,144.0,5605.0,5026.0,757.0,1382.0,264.0,13.0,46.0,206.0,721.0,80.0,57.0,464.0,1109.0,103.0,26.0,-2.41,-7.35,-12.03,16.22,-0.35,607700.0,78.7
2020,KT,장성우,C,우투,우타,9.0,신규,B,2019,29.0,127.0,413.0,366.0,25.0,96.0,7.0,0.0,2.0,7.0,41.0,0.0,1.0,35.0,86.0,11.0,6.0,1.87,9.7,11.56,1.22,0.19,9500.0,35세 이상 대졸,,,,6.0,144.0,5582.0,4965.0,650.0,1375.0,187.0,20.0,52.0,103.0,615.0,104.0,44.0,475.0,975.0,113.0,45.0,36.35,39.04,26.31,21.52,3.72,514900.0,81.2
2021,KT,장성우,C,우투,우타,9.0,신규,B,2020,30.0,130.0,455.0,400.0,39.0,111.0,15.0,0.0,1.0,13.0,79.0,0.0,0.0,38.0,64.0,15.0,6.0,8.61,10.7,19.31,2.25,0.81,13500.0,35세 이상 대졸,,,,3.0,144.0,5762.0,5047.0,813.0,1432.0,238.0,21.0,52.0,163.0,767.0,106.0,50.0,554.0,1097.0,104.0,45.0,21.71,15.8,11.9,27.89,2.1,584000.0,93.8
2022,KT,장성우,C,우투,우타,9.0,신규,B,2021,31.0,127.0,460.0,385.0,46.0,89.0,13.0,0.0,3.0,14.0,63.0,1.0,2.0,60.0,69.0,16.0,3.0,-2.41,8.66,6.25,1.85,-0.24,21000.0,35세 이상 대졸,잔류,4.0,42.0,1.0,144.0,5627.0,4810.0,719.0,1276.0,219.0,11.0,58.0,106.0,673.0,112.0,46.0,645.0,1047.0,105.0,44.0,10.21,-7.11,0.42,21.86,1.33,575800.0,93.8
2023,KT,장성우,C,우투,우타,,FA 1년차,,2022,32.0,117.0,420.0,362.0,48.0,94.0,11.0,0.0,2.0,18.0,55.0,1.0,0.0,52.0,79.0,12.0,3.0,0.36,7.49,7.85,3.36,0.04,50000.0,,,,,4.0,144.0,5547.0,4864.0,631.0,1237.0,192.0,19.0,49.0,119.0,588.0,89.0,34.0,519.0,1183.0,105.0,44.0,13.16,14.83,4.34,17.82,1.35,749000.0,118.0
2017,롯데,전준우,CF,우투,우타,8.0,신규,A,2016,30.0,25.0,113.0,99.0,16.0,25.0,7.0,0.0,6.0,2.0,10.0,3.0,3.0,7.0,25.0,4.0,0.0,-4.59,0.0,-4.59,0.18,-0.41,20500.0,대졸,,,,8.0,144.0,5784.0,5001.0,777.0,1439.0,252.0,20.0,83.0,127.0,732.0,145.0,64.0,596.0,1061.0,120.0,41.0,-7.33,6.21,-16.83,17.82,-0.54,730200.0,77.8
2018,롯데,전준우,CF,우투,우타,8.0,신규,A,2017,31.0,110.0,496.0,455.0,76.0,146.0,27.0,1.0,7.0,18.0,69.0,2.0,4.0,30.0,70.0,11.0,2.0,3.99,-1.13,2.87,2.74,0.37,20500.0,대졸,,,,3.0,144.0,5671.0,4994.0,743.0,1425.0,250.0,17.0,112.0,151.0,697.0,92.0,44.0,457.0,1018.0,146.0,32.0,16.21,8.53,6.5,17.96,1.67,858600.0,115.9
2019,롯데,전준우,LF,우투,우타,8.0,신규,A,2018,32.0,144.0,614.0,556.0,118.0,190.0,36.0,2.0,7.0,33.0,90.0,7.0,7.0,48.0,82.0,12.0,2.0,3.64,-5.22,-1.59,4.91,0.32,27000.0,대졸,,,,7.0,144.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,81.0,203.0,792.0,68.0,32.0,471.0,1157.0,124.0,37.0,0.51,6.93,-12.15,21.63,0.05,836900.0,141.4
2020,롯데,전준우,LF,우투,우타,8.0,신규,A,2019,33.0,141.0,606.0,545.0,85.0,164.0,30.0,1.0,7.0,22.0,83.0,8.0,2.0,46.0,71.0,19.0,7.0,-4.76,-6.09,-10.85,3.45,-0.49,50000.0,대졸,잔류,4.0,34.0,10.0,144.0,5488.0,4919.0,578.0,1231.0,214.0,22.0,65.0,90.0,545.0,65.0,31.0,429.0,1085.0,108.0,40.0,-30.52,-29.69,-41.29,7.45,-3.14,1058600.0,126.4
2021,롯데,전준우,LF,우투,우타,4.0,FA 1년차,B,2020,34.0,143.0,628.0,562.0,95.0,157.0,34.0,1.0,8.0,26.0,96.0,5.0,5.0,52.0,79.0,21.0,3.0,1.98,-6.52,-4.54,2.45,0.19,50000.0,2번째 FA,,,,7.0,144.0,5669.0,4958.0,750.0,1366.0,252.0,6.0,55.0,131.0,711.0,90.0,31.0,569.0,875.0,148.0,48.0,10.45,0.47,-0.21,17.58,0.98,893500.0,112.3
2022,롯데,전준우,LF,우투,우타,4.0,재자격,B,2021,35.0,144.0,619.0,552.0,88.0,192.0,46.0,0.0,5.0,7.0,92.0,6.0,3.0,53.0,71.0,10.0,8.0,-5.14,-7.46,-12.6,4.4,-0.51,50000.0,2번째 FA,,,,8.0,144.0,5726.0,5009.0,727.0,1393.0,266.0,10.0,54.0,107.0,697.0,60.0,31.0,579.0,969.0,114.0,46.0,-24.26,-13.58,-33.77,22.75,-3.11,481800.0,134.6
2023,롯데,전준우,LF,우투,우타,4.0,재자격,B,2022,36.0,120.0,517.0,470.0,73.0,143.0,31.0,1.0,3.0,11.0,68.0,6.0,3.0,35.0,73.0,14.0,9.0,-8.3,-6.01,-14.32,2.45,-0.86,50000.0,2번째 FA,,,,8.0,144.0,5534.0,4948.0,605.0,1320.0,227.0,16.0,54.0,106.0,570.0,61.0,39.0,417.0,991.0,127.0,42.0,-37.16,-33.27,-47.91,16.09,-3.83,549570.0,116.0
2024,롯데,전준우,DH,우투,우타,4.0,재자격,B,2023,37.0,138.0,559.0,493.0,80.0,154.0,21.0,3.0,7.0,17.0,77.0,9.0,2.0,52.0,65.0,12.0,7.0,-3.31,-10.86,-14.16,3.75,-0.34,50000.0,2번째 FA,잔류,4.0,47.0,7.0,144.0,5576.0,4871.0,653.0,1289.0,231.0,19.0,51.0,69.0,608.0,101.0,42.0,522.0,1000.0,110.0,57.0,-32.72,-29.39,-42.0,17.11,-3.34,536460.0,134.5
2025,롯데,전준우,DH,우투,우타,,FA 1년차,,2024,38.0,109.0,483.0,423.0,57.0,124.0,26.0,2.0,5.0,17.0,82.0,3.0,1.0,49.0,84.0,11.0,5.0,-3.87,-8.74,-12.61,2.15,-0.36,130000.0,,,,,7.0,144.0,5766.0,5110.0,802.0,1454.0,285.0,41.0,68.0,125.0,757.0,105.0,42.0,494.0,1079.0,100.0,57.0,-39.36,-21.57,-49.87,20.48,-3.14,625000.0,115.7
2011,SK,정근우,2B,우투,우타,8.0,신규,A,2010,28.0,128.0,563.0,485.0,75.0,148.0,25.0,2.0,8.0,2.0,48.0,33.0,13.0,47.0,51.0,9.0,1.0,3.66,4.1,7.76,2.93,1.12,24000.0,대졸,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,108.5
2012,SK,정근우,2B,우투,우타,8.0,신규,A,2011,29.0,90.0,385.0,326.0,60.0,100.0,19.0,0.0,4.0,6.0,40.0,20.0,9.0,38.0,37.0,10.0,2.0,2.66,3.87,6.54,2.97,0.46,31000.0,대졸,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,129.4
2013,SK,정근우,2B,우투,우타,8.0,신규,A,2012,30.0,127.0,534.0,467.0,53.0,124.0,13.0,4.0,6.0,8.0,46.0,22.0,12.0,47.0,33.0,10.0,2.0,3.09,3.78,6.87,2.29,0.98,31000.0,대졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,101.6
2014,SK,정근우,2B,우투,우타,8.0,FA 1년차,A,2013,31.0,112.0,476.0,407.0,64.0,114.0,19.0,3.0,7.0,9.0,35.0,28.0,11.0,50.0,48.0,6.0,1.0,19.76,4.91,24.67,2.27,2.51,55000.0,대졸,이적,4.0,70.0,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,104.8
2015,한화,정근우,2B,우투,우타,4.0,재자격,A,2014,32.0,125.0,549.0,464.0,91.0,137.0,28.0,5.0,10.0,6.0,43.0,32.0,3.0,65.0,56.0,11.0,3.0,6.71,5.45,12.16,3.29,0.59,70000.0,고졸,,,,9.0,128.0,5055.0,4417.0,619.0,1251.0,223.0,24.0,56.0,104.0,594.0,70.0,41.0,489.0,839.0,125.0,43.0,-26.72,-37.95,-35.82,11.41,-2.56,592300.0,103.4
2016,한화,정근우,2B,우투,우타,4.0,재자격,A,2015,33.0,126.0,552.0,468.0,99.0,148.0,30.0,2.0,8.0,12.0,66.0,21.0,6.0,61.0,66.0,14.0,2.0,2.72,5.35,8.07,4.19,0.25,70000.0,고졸,,,,6.0,144.0,5716.0,4852.0,717.0,1316.0,218.0,19.0,109.0,130.0,667.0,80.0,47.0,581.0,1135.0,112.0,35.0,16.16,31.04,8.26,15.8,1.6,784600.0,125.7
2017,한화,정근우,2B,우투,우타,4.0,재자격,A,2016,34.0,138.0,650.0,575.0,121.0,178.0,31.0,2.0,9.0,18.0,88.0,22.0,6.0,60.0,58.0,14.0,5.0,2.58,6.42,9.0,3.88,0.23,70000.0,고졸,,,,7.0,144.0,5838.0,5109.0,826.0,1478.0,242.0,27.0,91.0,142.0,787.0,64.0,38.0,510.0,1025.0,123.0,41.0,-14.51,7.95,-22.75,17.03,-1.29,1065400.0,111.3
2018,한화,정근우,2B,우투,우타,4.0,재자격,A,2017,35.0,105.0,442.0,391.0,73.0,129.0,22.0,0.0,10.0,11.0,46.0,6.0,6.0,32.0,48.0,12.0,3.0,2.39,4.32,6.7,2.87,0.22,70000.0,고졸,잔류,3.0,35.0,8.0,144.0,5665.0,5030.0,737.0,1445.0,261.0,16.0,94.0,150.0,684.0,64.0,44.0,416.0,974.0,112.0,38.0,7.63,0.63,-0.35,19.39,0.85,1083900.0,118.3
2019,한화,정근우,2B,우투,우타,,FA 1년차,,2018,36.0,102.0,425.0,375.0,63.0,114.0,24.0,1.0,7.0,11.0,57.0,6.0,5.0,39.0,43.0,12.0,3.0,-3.92,-4.35,-8.26,1.6,-0.35,70000.0,,,,,3.0,144.0,5539.0,4972.0,729.0,1369.0,249.0,14.0,88.0,151.0,668.0,118.0,64.0,420.0,1098.0,113.0,28.0,24.57,11.38,15.86,12.72,2.19,562100.0,112.2
2013,SK,정상호,C,우투,우타,9.0,신규,A,2012,30.0,78.0,206.0,176.0,13.0,38.0,12.0,0.0,4.0,4.0,24.0,0.0,2.0,15.0,61.0,3.0,3.0,2.97,4.16,7.13,0.19,0.76,13000.0,고졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,72.2
2014,SK,정상호,C,우투,우타,9.0,신규,A,2013,31.0,82.0,236.0,201.0,26.0,58.0,11.0,0.0,4.0,6.0,26.0,1.0,0.0,20.0,47.0,7.0,3.0,5.19,5.68,10.88,1.13,1.02,13000.0,고졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,106.3
2015,SK,정상호,C,우투,우타,9.0,신규,A,2014,32.0,100.0,269.0,235.0,36.0,56.0,13.0,1.0,5.0,9.0,39.0,0.0,1.0,18.0,67.0,3.0,1.0,0.75,6.31,7.07,0.58,0.07,15500.0,고졸,,,,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,73.6
2016,SK,정상호,C,우투,우타,9.0,신규,A,2015,33.0,113.0,324.0,279.0,34.0,71.0,11.0,1.0,15.0,12.0,49.0,1.0,2.0,22.0,80.0,2.0,0.0,-3.11,6.38,3.28,1.58,-0.29,15500.0,고졸,이적,4.0,32.0,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,98.0
2017,LG,정상호,C,우투,우타,,FA 1년차,,2016,34.0,77.0,159.0,132.0,12.0,24.0,5.0,0.0,4.0,1.0,10.0,0.0,1.0,17.0,39.0,2.0,2.0,0.86,3.58,4.44,-0.19,0.08,50000.0,,,,,4.0,144.0,5765.0,5051.0,786.0,1464.0,238.0,26.0,72.0,118.0,744.0,121.0,70.0,523.0,982.0,92.0,54.0,37.96,34.04,27.87,19.83,3.37,542900.0,36.0
2010,LG,정성훈,3B,우투,우타,4.0,재자격,A,2009,29.0,121.0,494.0,419.0,62.0,126.0,19.0,2.0,4.0,10.0,70.0,5.0,0.0,59.0,46.0,10.0,4.0,1.76,0.4,2.17,3.31,0.44,35000.0,고졸,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,116.7
2011,LG,정성훈,3B,우투,우타,4.0,재자격,A,2010,30.0,111.0,418.0,365.0,52.0,96.0,20.0,1.0,4.0,4.0,38.0,3.0,1.0,41.0,58.0,14.0,2.0,-3.31,-0.8,-4.11,1.45,-0.92,0.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,91.0
2012,LG,정성훈,3B,우투,우타,4.0,재자격,A,2011,31.0,127.0,494.0,422.0,61.0,123.0,18.0,1.0,5.0,10.0,57.0,9.0,2.0,49.0,69.0,16.0,7.0,-1.29,0.43,-0.86,3.42,-0.74,35000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,117.8
2013,LG,정성훈,3B,우투,우타,4.0,재자격,A,2012,32.0,107.0,438.0,365.0,50.0,113.0,27.0,3.0,1.0,12.0,53.0,3.0,3.0,65.0,62.0,13.0,5.0,-4.22,-0.93,-5.15,5.85,-1.13,35000.0,고졸,잔류,4.0,34.0,7.0,133.0,5180.0,4539.0,544.0,1184.0,212.0,18.0,53.0,59.0,512.0,140.0,57.0,458.0,857.0,107.0,50.0,-34.51,-4.59,-46.48,22.45,-5.68,345400.0,178.5
2014,LG,정성훈,3B,우투,우타,4.0,FA 1년차,A,2013,33.0,121.0,477.0,407.0,64.0,127.0,22.0,1.0,7.0,9.0,62.0,13.0,6.0,59.0,58.0,12.0,4.0,-3.35,-0.15,-3.5,3.98,-0.49,50000.0,고졸,,,,3.0,128.0,4930.0,4287.0,615.0,1209.0,193.0,38.0,59.0,59.0,574.0,139.0,71.0,451.0,806.0,80.0,42.0,-14.07,2.68,-11.39,22.22,0.07,399500.0,133.0
2015,LG,정성훈,1B,우투,우타,4.0,재자격,A,2014,34.0,112.0,455.0,383.0,71.0,126.0,25.0,1.0,7.0,13.0,59.0,10.0,2.0,59.0,56.0,13.0,4.0,4.5,-8.97,-4.46,3.12,0.4,50000.0,고졸,,,,4.0,128.0,5070.0,4349.0,668.0,1214.0,213.0,22.0,63.0,90.0,622.0,105.0,64.0,524.0,817.0,112.0,57.0,10.35,-11.98,0.93,13.69,0.92,502800.0,141.7
2016,LG,정성훈,1B,우투,우타,4.0,재자격,A,2015,35.0,117.0,440.0,363.0,47.0,103.0,16.0,1.0,13.0,9.0,45.0,9.0,4.0,54.0,65.0,9.0,4.0,1.48,-7.78,-6.29,1.75,0.14,50000.0,고졸,,,,9.0,144.0,5599.0,4941.0,653.0,1331.0,252.0,22.0,80.0,114.0,601.0,113.0,62.0,462.0,1076.0,98.0,41.0,-35.76,17.36,-45.09,10.86,-3.09,715600.0,116.6
2017,LG,정성훈,1B,우투,우타,4.0,재자격,A,2016,36.0,126.0,418.0,370.0,58.0,119.0,22.0,1.0,5.0,6.0,64.0,8.0,4.0,33.0,59.0,9.0,5.0,-3.75,-7.8,-11.54,1.21,-0.33,50000.0,고졸,잔류,1.0,7.0,4.0,144.0,5765.0,5051.0,786.0,1464.0,238.0,26.0,72.0,118.0,744.0,121.0,70.0,523.0,982.0,92.0,54.0,37.96,34.04,27.87,19.83,3.37,542900.0,112.7
2018,LG,정성훈,1B,우투,우타,,FA 1년차,,2017,37.0,115.0,321.0,276.0,32.0,86.0,14.0,0.0,6.0,6.0,30.0,4.0,3.0,36.0,49.0,4.0,2.0,0.38,-6.0,-5.62,1.27,0.03,30000.0,,,,,6.0,144.0,5614.0,4944.0,699.0,1390.0,216.0,20.0,101.0,110.0,663.0,77.0,56.0,438.0,1021.0,123.0,55.0,6.68,12.37,-3.17,13.68,0.61,666400.0,121.6
2019,두산,정수빈,CF,좌투,좌타,9.0,신규,A,2018,28.0,26.0,112.0,98.0,20.0,36.0,2.0,1.0,1.0,2.0,23.0,5.0,2.0,11.0,13.0,1.0,2.0,4.19,0.0,4.19,0.81,0.37,28000.0,고졸,,,,2.0,144.0,5870.0,5176.0,944.0,1601.0,284.0,30.0,92.0,191.0,898.0,96.0,23.0,496.0,1016.0,112.0,63.0,31.25,30.09,23.63,37.38,2.69,690700.0,141.2
2020,두산,정수빈,CF,좌투,좌타,9.0,신규,A,2019,29.0,123.0,513.0,441.0,75.0,117.0,19.0,5.0,6.0,0.0,41.0,26.0,8.0,57.0,60.0,6.0,5.0,5.45,-0.02,5.42,2.04,0.56,24500.0,고졸,,,,1.0,144.0,5670.0,4913.0,736.0,1364.0,235.0,31.0,72.0,84.0,691.0,102.0,38.0,563.0,799.0,117.0,83.0,20.76,20.57,11.54,29.09,2.13,596100.0,103.2
2021,두산,정수빈,CF,좌투,좌타,9.0,신규,A,2020,30.0,141.0,559.0,490.0,84.0,146.0,17.0,8.0,2.0,5.0,59.0,15.0,6.0,55.0,56.0,10.0,5.0,2.12,0.0,2.12,2.65,0.2,34000.0,고졸,잔류,6.0,56.0,2.0,144.0,5776.0,5046.0,816.0,1477.0,263.0,20.0,68.0,125.0,778.0,88.0,37.0,551.0,796.0,132.0,73.0,-16.54,-25.41,-27.23,30.64,-1.48,677600.0,113.0
2022,두산,정수빈,CF,좌투,좌타,,FA 1년차,,2021,31.0,104.0,351.0,313.0,50.0,81.0,19.0,4.0,3.0,3.0,37.0,12.0,7.0,29.0,50.0,7.0,2.0,0.82,0.0,0.82,1.1,0.08,60000.0,,,,,2.0,144.0,5645.0,4900.0,738.0,1314.0,235.0,17.0,86.0,110.0,698.0,81.0,37.0,560.0,943.0,137.0,53.0,-0.82,-8.17,-11.12,24.7,-0.08,681500.0,93.7
2015,LG,정의윤,RF,우투,우타,9.0,신규,A,2014,28.0,97.0,292.0,261.0,29.0,69.0,14.0,0.0,5.0,7.0,38.0,5.0,4.0,21.0,40.0,9.0,3.0,-3.1,-3.14,-6.24,-0.13,-0.27,60000.0,고졸,,,,4.0,128.0,5070.0,4349.0,668.0,1214.0,213.0,22.0,63.0,90.0,622.0,105.0,64.0,524.0,817.0,112.0,57.0,10.35,-11.98,0.93,13.69,0.92,502800.0,80.6
2016,SK,정의윤,RF,우투,우타,9.0,신규,A,2015,29.0,91.0,297.0,259.0,38.0,83.0,14.0,1.0,9.0,14.0,51.0,5.0,0.0,26.0,46.0,6.0,3.0,-6.28,-2.84,-9.12,1.63,-0.26,12000.0,고졸,,,,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,140.5
2017,SK,정의윤,RF,우투,우타,9.0,신규,A,2016,30.0,144.0,616.0,576.0,68.0,179.0,32.0,0.0,10.0,27.0,100.0,2.0,3.0,25.0,76.0,15.0,5.0,-1.46,-9.1,-10.57,1.61,-0.13,12000.0,고졸,,,,6.0,144.0,5672.0,5023.0,753.0,1464.0,234.0,19.0,102.0,182.0,715.0,89.0,60.0,429.0,1018.0,104.0,47.0,6.75,30.26,1.12,19.17,0.6,712900.0,107.7
2018,SK,정의윤,RF,우투,우타,9.0,신규,A,2017,31.0,112.0,381.0,349.0,44.0,112.0,16.0,0.0,9.0,15.0,45.0,0.0,1.0,19.0,61.0,11.0,4.0,-0.15,-7.77,-7.92,1.24,-0.01,12000.0,고졸,잔류,4.0,29.0,5.0,144.0,5564.0,4925.0,761.0,1337.0,222.0,15.0,113.0,234.0,733.0,53.0,42.0,427.0,1100.0,97.0,41.0,16.87,25.01,7.98,16.87,1.79,559100.0,117.3
2019,SK,정의윤,RF,우투,우타,,FA 1년차,,2018,32.0,73.0,239.0,217.0,27.0,59.0,9.0,0.0,2.0,11.0,38.0,1.0,1.0,19.0,29.0,8.0,1.0,-1.98,-4.13,-6.11,0.03,-0.18,30000.0,,,,,1.0,144.0,5682.0,4992.0,829.0,1403.0,234.0,13.0,119.0,233.0,791.0,108.0,39.0,483.0,1079.0,103.0,34.0,-0.75,-4.43,-10.09,22.65,0.1,560100.0,93.6
2019,롯데,정훈,1B,우투,우타,9.0,신규,C,2018,31.0,91.0,194.0,174.0,33.0,53.0,10.0,1.0,1.0,7.0,26.0,4.0,2.0,16.0,39.0,4.0,3.0,0.63,-1.53,-0.89,0.64,0.06,30000.0,고졸,,,,7.0,144.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,81.0,203.0,792.0,68.0,32.0,471.0,1157.0,124.0,37.0,0.51,6.93,-12.15,21.63,0.05,836900.0,106.4
2020,롯데,정훈,1B,우투,우타,9.0,신규,C,2019,32.0,88.0,222.0,190.0,26.0,43.0,4.0,1.0,5.0,2.0,17.0,4.0,3.0,23.0,47.0,4.0,1.0,-1.76,-2.42,-4.18,-0.11,-0.18,10000.0,고졸,,,,10.0,144.0,5488.0,4919.0,578.0,1231.0,214.0,22.0,65.0,90.0,545.0,65.0,31.0,429.0,1085.0,108.0,40.0,-30.52,-29.69,-41.29,7.45,-3.14,1058600.0,75.1
2021,롯데,정훈,1B,우투,우타,9.0,신규,C,2020,33.0,111.0,476.0,410.0,72.0,121.0,19.0,1.0,4.0,11.0,58.0,11.0,1.0,56.0,85.0,8.0,4.0,-2.28,-5.28,-7.56,2.35,-0.21,8000.0,고졸,,,,7.0,144.0,5669.0,4958.0,750.0,1366.0,252.0,6.0,55.0,131.0,711.0,90.0,31.0,569.0,875.0,148.0,48.0,10.45,0.47,-0.21,17.58,0.98,893500.0,112.6
2022,롯데,정훈,1B,우투,우타,9.0,신규,C,2021,34.0,135.0,561.0,486.0,70.0,142.0,27.0,1.0,3.0,14.0,79.0,8.0,1.0,68.0,89.0,6.0,3.0,0.4,-10.03,-9.63,2.62,0.04,6400.0,고졸,잔류,3.0,18.0,8.0,144.0,5726.0,5009.0,727.0,1393.0,266.0,10.0,54.0,107.0,697.0,60.0,31.0,579.0,969.0,114.0,46.0,-24.26,-13.58,-33.77,22.75,-3.11,481800.0,122.2
2023,롯데,정훈,1B,우투,우타,,FA 1년차,,2022,35.0,91.0,340.0,294.0,39.0,72.0,8.0,0.0,2.0,3.0,32.0,4.0,1.0,32.0,66.0,6.0,6.0,1.87,-6.54,-4.67,-0.49,0.19,55000.0,,,,,8.0,144.0,5534.0,4948.0,605.0,1320.0,227.0,16.0,54.0,106.0,570.0,61.0,39.0,417.0,991.0,127.0,42.0,-37.16,-33.27,-47.91,16.09,-3.83,549570.0,71.0
2012,삼성,조동찬,3B,우투,우타,9.0,신규,A,2011,28.0,85.0,235.0,208.0,27.0,45.0,7.0,0.0,2.0,4.0,25.0,18.0,1.0,19.0,47.0,4.0,3.0,0.0,0.2,0.2,0.11,0.13,10000.0,고졸,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,54.7
2013,삼성,조동찬,3B,우투,우타,9.0,신규,A,2012,29.0,94.0,313.0,270.0,40.0,77.0,15.0,2.0,6.0,6.0,39.0,12.0,3.0,28.0,68.0,3.0,2.0,-2.68,2.21,-0.47,2.53,0.16,13500.0,고졸,,,,1.0,133.0,5161.0,4436.0,628.0,1205.0,200.0,26.0,86.0,89.0,585.0,125.0,48.0,500.0,813.0,91.0,47.0,-30.05,-4.67,-42.08,32.31,-3.87,393200.0,128.8
2014,삼성,조동찬,3B,우투,우타,9.0,신규,A,2013,30.0,74.0,261.0,221.0,36.0,53.0,15.0,0.0,4.0,7.0,25.0,7.0,2.0,25.0,54.0,4.0,1.0,-2.62,1.7,-0.92,1.12,-0.02,11000.0,고졸,,,,1.0,128.0,5042.0,4370.0,669.0,1235.0,212.0,17.0,93.0,113.0,624.0,95.0,41.0,453.0,818.0,98.0,41.0,17.85,-1.74,16.12,28.45,2.03,431300.0,92.3
2015,삼성,조동찬,3B,우투,우타,9.0,신규,A,2014,31.0,31.0,87.0,74.0,8.0,20.0,4.0,0.0,1.0,1.0,6.0,5.0,2.0,10.0,21.0,5.0,1.0,-2.44,0.03,-2.41,0.07,-0.22,15000.0,고졸,잔류,4.0,28.0,1.0,128.0,5152.0,4464.0,812.0,1345.0,238.0,23.0,62.0,161.0,763.0,161.0,46.0,507.0,743.0,88.0,43.0,12.63,-4.5,2.92,25.53,1.11,637700.0,82.5
2012,SK,조동화,CF,좌투,좌타,9.0,신규,A,2011,30.0,114.0,345.0,296.0,42.0,70.0,9.0,2.0,1.0,0.0,16.0,10.0,6.0,27.0,51.0,1.0,0.0,1.83,-0.22,1.61,-0.09,0.89,22000.0,고졸,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,62.1
2013,SK,조동화,CF,좌투,좌타,9.0,신규,A,2012,31.0,24.0,77.0,62.0,6.0,15.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,16.0,0.0,1.0,0.29,-0.86,-0.57,0.03,0.07,11000.0,고졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,76.4
