FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,나이,게임수,타석수,타수,득점,안타,2루타,3루타,사구,홈런,타점,도루성공,도루실패,볼넷,삼진,병살타,희생플라이,평균대비수비득점기여,수비_포지션 RAA,전체수비 RAA,공격WAR,수비WAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM 순위,TEAM 게임수,TEAM 타석수,TEAM 타수,TEAM 득점,TEAM 안타,TEAM 2루타,TEAM 3루타,TEAM 사구,TEAM 홈런,TEAM 타점,TEAM 도루,TEAM 도루실패,TEAM 볼넷,TEAM 삼진,TEAM 병살타,TEAM 희생플라이,TEAM 평균대비수비득점기여,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM 공격WAR,TEAM 수비WAR,TEAM 연봉,wRC+
2021,SK,김강민,CF,우투,우타,,FA 1년차,,2020,38.0,122.0,327.0,289.0,39.0,73.0,11.0,1.0,4.0,12.0,45.0,7.0,5.0,27.0,62.0,10.0,2.0,4.03,-0.07,3.96,0.62,0.38,35000.0,,,,,9.0,144.0,5502.0,4839.0,634.0,1212.0,177.0,17.0,69.0,143.0,595.0,81.0,45.0,511.0,981.0,112.0,34.0,-0.01,3.87,-10.2,8.09,-0.18,770800.0,91.2
2012,한화,김경언,CF,좌투,좌타,9.0,신규,A,2011,29.0,81.0,204.0,173.0,22.0,42.0,4.0,0.0,1.0,2.0,15.0,5.0,5.0,25.0,39.0,3.0,1.0,0.89,-0.13,0.76,0.38,0.19,,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,84.2
2013,한화,김경언,CF,좌투,좌타,9.0,신규,A,2012,30.0,110.0,313.0,268.0,25.0,65.0,14.0,2.0,1.0,4.0,31.0,7.0,4.0,39.0,73.0,1.0,1.0,0.62,-1.13,-0.51,1.55,0.4,,고졸,,,,8.0,133.0,5057.0,4331.0,509.0,1077.0,208.0,12.0,61.0,71.0,479.0,107.0,53.0,538.0,907.0,102.0,27.0,-1.85,-8.82,-17.89,23.07,-2.79,339800.0,105.5
2014,한화,김경언,RF,좌투,좌타,9.0,신규,A,2013,31.0,70.0,249.0,214.0,24.0,59.0,14.0,1.0,3.0,1.0,24.0,2.0,5.0,26.0,53.0,5.0,5.0,0.91,-1.39,-0.48,1.02,-0.01,5000.0,고졸,,,,9.0,128.0,4915.0,4271.0,480.0,1106.0,212.0,13.0,80.0,47.0,448.0,70.0,49.0,479.0,933.0,140.0,30.0,-7.66,2.52,-5.15,14.72,-2.34,321700.0,104.1
2015,한화,김경언,RF,좌투,좌타,9.0,신규,A,2014,32.0,89.0,355.0,300.0,43.0,94.0,16.0,3.0,4.0,8.0,52.0,1.0,3.0,40.0,42.0,8.0,4.0,-2.73,-3.59,-6.32,1.57,-0.24,5800.0,고졸,잔류,3.0,8.5,9.0,128.0,5055.0,4417.0,619.0,1251.0,223.0,24.0,56.0,104.0,594.0,70.0,41.0,489.0,839.0,125.0,43.0,-26.72,-37.95,-35.82,11.41,-2.56,592300.0,118.0
2016,한화,김경언,RF,좌투,좌타,,FA 1년차,,2015,33.0,107.0,437.0,377.0,58.0,127.0,21.0,1.0,2.0,16.0,78.0,1.0,3.0,50.0,89.0,9.0,3.0,5.15,-6.48,-1.33,2.96,0.48,15000.0,,,,,6.0,144.0,5716.0,4852.0,717.0,1316.0,218.0,19.0,109.0,130.0,667.0,80.0,47.0,581.0,1135.0,112.0,35.0,16.16,31.04,8.26,15.8,1.6,784600.0,140.4
2016,넥센,김민성,3B,우투,우타,9.0,신규,A,2015,27.0,118.0,489.0,445.0,60.0,135.0,24.0,0.0,8.0,16.0,71.0,1.0,1.0,31.0,62.0,15.0,3.0,5.13,-0.55,4.59,1.81,0.48,20000.0,고졸,,,,4.0,144.0,5811.0,5069.0,904.0,1512.0,304.0,20.0,82.0,203.0,855.0,100.0,47.0,544.0,1098.0,112.0,55.0,14.64,28.04,4.52,30.43,1.44,529300.0,104.4
2017,넥센,김민성,3B,우투,우타,9.0,신규,A,2016,28.0,141.0,579.0,510.0,76.0,156.0,39.0,5.0,3.0,17.0,90.0,6.0,3.0,53.0,89.0,15.0,12.0,6.46,-1.19,5.27,2.65,0.57,22000.0,고졸,,,,3.0,144.0,5702.0,4990.0,813.0,1464.0,254.0,39.0,63.0,134.0,765.0,154.0,83.0,556.0,956.0,121.0,59.0,27.54,3.86,20.24,19.96,2.44,348700.0,111.6
2018,넥센,김민성,3B,우투,우타,9.0,신규,A,2017,29.0,133.0,530.0,472.0,59.0,133.0,26.0,1.0,7.0,15.0,78.0,0.0,1.0,43.0,93.0,15.0,8.0,8.4,0.13,8.53,1.51,0.77,37000.0,고졸,,,,7.0,144.0,5712.0,5098.0,789.0,1479.0,267.0,30.0,83.0,141.0,748.0,70.0,34.0,468.0,1066.0,129.0,42.0,-33.5,14.52,-42.19,20.41,-2.79,443100.0,95.6
2019,넥센,김민성,3B,우투,우타,9.0,신규,A,2018,30.0,128.0,465.0,413.0,46.0,117.0,24.0,0.0,6.0,10.0,45.0,1.0,0.0,40.0,80.0,6.0,5.0,5.0,-0.02,4.99,1.35,0.45,35000.0,고졸,이적,3.0,18.0,4.0,144.0,5780.0,5141.0,825.0,1481.0,288.0,19.0,85.0,165.0,787.0,101.0,33.0,472.0,1208.0,93.0,50.0,4.11,17.31,-7.27,21.63,0.37,555600.0,94.0
2021,LG,김민성,3B,우투,우타,4.0,FA 1년차,B,2020,32.0,87.0,333.0,297.0,29.0,79.0,20.0,0.0,4.0,5.0,47.0,2.0,1.0,24.0,66.0,8.0,4.0,-1.79,-0.24,-2.03,0.76,-0.17,40000.0,2번째 FA,,,,4.0,144.0,5681.0,4999.0,802.0,1384.0,253.0,29.0,75.0,149.0,760.0,83.0,39.0,509.0,969.0,115.0,49.0,3.39,0.85,-5.11,26.1,0.33,703800.0,90.8
2022,LG,김민성,3B,우투,우타,4.0,재자격,B,2021,33.0,121.0,426.0,360.0,35.0,80.0,22.0,0.0,8.0,8.0,39.0,3.0,3.0,42.0,73.0,7.0,5.0,6.35,0.04,6.39,0.78,0.63,40000.0,2번째 FA,,,,4.0,144.0,5533.0,4750.0,654.0,1188.0,210.0,11.0,94.0,110.0,621.0,92.0,34.0,592.0,926.0,102.0,45.0,15.39,5.93,6.34,20.58,1.28,610000.0,83.9
2023,LG,김민성,3B,우투,우타,4.0,재자격,B,2022,34.0,92.0,157.0,140.0,16.0,29.0,4.0,0.0,3.0,3.0,20.0,0.0,1.0,10.0,27.0,4.0,1.0,-2.62,0.03,-2.59,-0.23,-0.27,18000.0,2번째 FA,,,,3.0,144.0,5627.0,4927.0,715.0,1325.0,208.0,33.0,103.0,118.0,674.0,102.0,46.0,501.0,924.0,109.0,46.0,21.98,24.7,13.13,28.62,2.26,784300.0,59.4
2024,LG,김민성,2B,우투,우타,4.0,재자격,B,2023,35.0,112.0,316.0,273.0,34.0,68.0,11.0,0.0,7.0,8.0,41.0,2.0,1.0,25.0,58.0,7.0,2.0,4.72,1.58,6.3,1.14,0.48,18000.0,2번째 FA,잔류,3.0,9.0,1.0,144.0,5687.0,4881.0,767.0,1364.0,227.0,27.0,73.0,93.0,714.0,166.0,101.0,583.0,804.0,89.0,55.0,6.8,34.27,-1.96,31.56,0.69,556000.0,100.7
2025,롯데,김민성,3B,우투,우타,,FA 1년차,,2024,36.0,35.0,84.0,70.0,6.0,14.0,5.0,0.0,3.0,2.0,8.0,0.0,1.0,10.0,18.0,1.0,1.0,0.45,0.06,0.51,0.06,0.03,20000.0,,,,,7.0,144.0,5766.0,5110.0,802.0,1454.0,285.0,41.0,68.0,125.0,757.0,105.0,42.0,494.0,1079.0,100.0,57.0,-39.36,-21.57,-49.87,20.48,-3.14,625000.0,79.9
2021,KIA,김민식,C,우투,좌타,7.0,신규,C,2020,31.0,69.0,238.0,211.0,22.0,53.0,6.0,0.0,4.0,2.0,21.0,0.0,0.0,17.0,28.0,3.0,2.0,4.54,5.33,9.87,0.23,0.43,8800.0,대졸,,,,6.0,144.0,5642.0,4937.0,724.0,1355.0,224.0,13.0,69.0,130.0,692.0,47.0,25.0,535.0,957.0,114.0,38.0,-42.81,-45.02,-51.42,18.99,-3.74,787700.0,63.8
2022,KIA,김민식,C,우투,좌타,7.0,신규,C,2021,32.0,100.0,301.0,250.0,30.0,55.0,8.0,0.0,0.0,3.0,26.0,0.0,0.0,41.0,49.0,2.0,3.0,-2.19,6.6,4.41,1.04,-0.22,8500.0,대졸,,,,9.0,144.0,5577.0,4831.0,568.0,1198.0,183.0,21.0,73.0,66.0,546.0,73.0,31.0,595.0,921.0,119.0,37.0,-0.46,-15.19,-10.36,10.2,0.1,428400.0,76.5
2023,SSG,김민식,C,우투,좌타,7.0,신규,C,2022,33.0,104.0,266.0,222.0,30.0,49.0,9.0,1.0,2.0,2.0,28.0,0.0,0.0,32.0,45.0,4.0,3.0,-0.49,3.74,3.25,0.61,0.09,9500.0,대졸,,,,1.0,144.0,5642.0,4893.0,720.0,1245.0,242.0,18.0,95.0,138.0,682.0,98.0,39.0,530.0,1075.0,96.0,47.0,31.78,20.6,22.28,23.68,3.53,1191700.0,75.5
2024,SSG,김민식,C,우투,좌타,7.0,신규,C,2023,34.0,122.0,318.0,266.0,28.0,58.0,9.0,1.0,2.0,5.0,34.0,0.0,0.0,31.0,57.0,6.0,2.0,4.81,7.44,12.25,0.84,0.49,15000.0,대졸,잔류,2.0,5.0,3.0,144.0,5630.0,4923.0,658.0,1279.0,229.0,16.0,78.0,125.0,611.0,96.0,28.0,507.0,943.0,89.0,45.0,-11.75,-17.27,-21.21,21.42,-1.24,815400.0,70.5
2025,SSG,김민식,C,우투,좌타,,FA 1년차,,2024,35.0,45.0,126.0,106.0,10.0,22.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,16.0,33.0,2.0,0.0,-2.2,2.9,0.7,-0.05,-0.21,15000.0,,,,,6.0,144.0,5647.0,5001.0,756.0,1367.0,239.0,20.0,77.0,152.0,724.0,149.0,39.0,470.0,1095.0,85.0,48.0,-22.91,-5.11,-29.87,16.18,-2.03,563000.0,56.5
2016,삼성,김상수,SS,우투,우타,9.0,신규,A,2015,25.0,132.0,518.0,449.0,67.0,125.0,30.0,4.0,6.0,8.0,63.0,26.0,5.0,43.0,56.0,9.0,7.0,-1.89,10.3,8.41,2.79,-0.17,32000.0,고졸,,,,2.0,144.0,5803.0,5019.0,897.0,1515.0,259.0,25.0,70.0,176.0,850.0,157.0,52.0,581.0,930.0,109.0,57.0,0.96,5.77,-8.74,32.86,0.08,693600.0,94.4
2017,삼성,김상수,SS,우투,우타,9.0,신규,A,2016,26.0,105.0,401.0,358.0,56.0,97.0,13.0,0.0,8.0,3.0,38.0,6.0,4.0,23.0,39.0,9.0,4.0,-2.69,8.02,5.33,0.38,-0.24,31000.0,고졸,,,,9.0,144.0,5863.0,5093.0,852.0,1492.0,249.0,34.0,75.0,142.0,792.0,104.0,50.0,552.0,864.0,119.0,55.0,4.26,7.39,-7.13,20.37,0.36,574700.0,61.6
2018,삼성,김상수,SS,우투,우타,9.0,신규,A,2017,27.0,42.0,154.0,144.0,17.0,38.0,7.0,0.0,1.0,3.0,13.0,1.0,1.0,5.0,26.0,4.0,1.0,-0.91,3.0,2.09,0.02,-0.08,31000.0,고졸,,,,9.0,144.0,5707.0,5095.0,757.0,1419.0,255.0,36.0,70.0,145.0,703.0,98.0,37.0,429.0,983.0,97.0,55.0,-1.69,14.99,-12.01,14.27,-0.16,582400.0,59.1
2019,삼성,김상수,SS,우투,우타,9.0,신규,A,2018,28.0,122.0,499.0,453.0,63.0,119.0,13.0,1.0,8.0,10.0,50.0,12.0,9.0,27.0,91.0,11.0,3.0,-3.04,9.76,6.72,0.31,-0.27,24000.0,고졸,잔류,3.0,18.0,6.0,144.0,5766.0,5109.0,776.0,1471.0,241.0,29.0,87.0,146.0,732.0,116.0,52.0,468.0,1034.0,115.0,45.0,-21.0,1.16,-29.04,15.23,-1.88,598700.0,64.1
2020,삼성,김상수,2B,우투,우타,4.0,FA 1년차,B,2019,29.0,129.0,543.0,468.0,76.0,127.0,20.0,2.0,15.0,5.0,38.0,21.0,3.0,50.0,67.0,14.0,4.0,-3.3,5.19,1.9,2.95,-0.34,25000.0,고졸,,,,8.0,144.0,5533.0,4866.0,622.0,1245.0,230.0,26.0,78.0,122.0,598.0,107.0,42.0,478.0,976.0,107.0,53.0,0.76,1.45,-6.85,15.84,0.08,619900.0,97.6
2021,삼성,김상수,2B,우투,우타,4.0,재자격,B,2020,30.0,120.0,471.0,404.0,71.0,123.0,18.0,3.0,8.0,5.0,47.0,10.0,3.0,55.0,55.0,16.0,2.0,-0.19,3.92,3.73,3.03,-0.02,25000.0,고졸,,,,8.0,144.0,5574.0,4923.0,699.0,1317.0,211.0,12.0,62.0,129.0,658.0,132.0,49.0,486.0,990.0,117.0,53.0,7.63,37.86,-0.69,12.29,0.72,548800.0,112.4
2022,삼성,김상수,2B,우투,우타,4.0,재자격,B,2021,31.0,132.0,496.0,429.0,46.0,101.0,17.0,1.0,3.0,3.0,42.0,4.0,2.0,52.0,51.0,14.0,4.0,-4.3,4.91,0.61,0.28,-0.43,25000.0,고졸,,,,3.0,144.0,5552.0,4836.0,712.0,1292.0,204.0,18.0,55.0,133.0,669.0,116.0,44.0,545.0,902.0,98.0,68.0,-10.3,12.57,-19.22,18.47,-1.19,578200.0,67.5
2023,삼성,김상수,SS,우투,우타,4.0,재자격,B,2022,32.0,72.0,260.0,235.0,30.0,59.0,11.0,0.0,1.0,2.0,29.0,2.0,1.0,18.0,44.0,6.0,2.0,-6.01,3.98,-2.03,0.38,-0.62,25000.0,고졸,이적,4.0,29.0,7.0,144.0,5647.0,5023.0,663.0,1358.0,241.0,19.0,54.0,103.0,627.0,91.0,27.0,446.0,1029.0,119.0,41.0,-21.46,0.42,-28.41,18.17,-2.21,842300.0,69.9
2024,KT,김상수,SS,우투,우타,,FA 1년차,,2023,33.0,129.0,512.0,443.0,58.0,120.0,19.0,1.0,3.0,3.0,56.0,5.0,6.0,55.0,68.0,9.0,3.0,-4.17,10.18,6.01,2.7,-0.43,50000.0,,,,,2.0,144.0,5649.0,4973.0,672.0,1316.0,235.0,14.0,48.0,89.0,621.0,87.0,30.0,524.0,1074.0,96.0,47.0,20.26,29.09,12.34,18.9,2.07,676100.0,95.3
2013,KIA,김상현,3B,우투,우타,9.0,신규,A,2012,32.0,32.0,126.0,116.0,17.0,30.0,9.0,0.0,3.0,4.0,17.0,1.0,2.0,6.0,26.0,3.0,0.0,0.58,-1.4,-0.82,0.59,-0.15,20000.0,고졸,,,,5.0,133.0,5131.0,4348.0,553.0,1112.0,197.0,19.0,60.0,54.0,518.0,132.0,51.0,544.0,790.0,100.0,47.0,10.53,-0.12,3.09,24.75,0.09,263000.0,107.4
2014,SK,김상현,LF,우투,우타,9.0,신규,A,2013,33.0,113.0,360.0,322.0,39.0,76.0,17.0,0.0,4.0,7.0,37.0,8.0,1.0,29.0,84.0,17.0,4.0,-3.98,-1.98,-5.96,0.19,-0.85,20000.0,고졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,74.2
2015,SK,김상현,LF,우투,우타,9.0,신규,A,2014,34.0,42.0,87.0,80.0,8.0,21.0,3.0,1.0,1.0,5.0,20.0,1.0,1.0,5.0,22.0,2.0,1.0,-0.56,-0.82,-1.39,0.16,-0.05,16000.0,고졸,,,,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,92.5
2016,KT,김상현,LF,우투,우타,9.0,신규,A,2015,35.0,134.0,539.0,475.0,71.0,133.0,20.0,0.0,8.0,27.0,88.0,4.0,5.0,50.0,115.0,21.0,6.0,-8.93,-9.22,-18.16,1.43,-0.83,16000.0,고졸,잔류,2.0,10.0,10.0,144.0,5605.0,4927.0,670.0,1344.0,221.0,15.0,58.0,129.0,633.0,124.0,52.0,507.0,1112.0,118.0,37.0,-42.0,-31.47,-50.22,11.8,-3.79,395000.0,106.9
2017,KT,김상현,LF,우투,우타,,FA 1년차,,2016,36.0,62.0,246.0,222.0,29.0,50.0,5.0,0.0,2.0,11.0,32.0,0.0,1.0,20.0,48.0,10.0,2.0,1.07,-4.95,-3.88,-0.72,0.09,20000.0,,,,,10.0,144.0,5620.0,4963.0,672.0,1369.0,214.0,11.0,48.0,116.0,639.0,96.0,46.0,499.0,933.0,130.0,45.0,-54.62,-74.39,-63.91,6.52,-4.84,492000.0,61.1
2017,KIA,김선빈,SS,우투,우타,9.0,신규,A,2016,27.0,6.0,27.0,25.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.8,0.54,1.34,0.28,0.07,8000.0,고졸,,,,5.0,144.0,5696.0,4999.0,803.0,1429.0,264.0,28.0,87.0,170.0,754.0,101.0,50.0,499.0,997.0,109.0,45.0,-5.49,2.85,-16.24,21.24,-0.49,815200.0,129.0
2018,KIA,김선빈,SS,우투,우타,9.0,신규,A,2017,28.0,137.0,529.0,476.0,84.0,176.0,34.0,1.0,5.0,5.0,64.0,4.0,4.0,39.0,40.0,10.0,4.0,0.78,10.34,11.12,5.24,0.07,8000.0,고졸,,,,1.0,144.0,5841.0,5142.0,906.0,1554.0,292.0,29.0,89.0,170.0,868.0,76.0,34.0,499.0,891.0,117.0,56.0,-9.65,-22.98,-20.85,31.41,-1.42,897200.0,136.0
2019,KIA,김선빈,SS,우투,우타,9.0,신규,A,2018,29.0,127.0,492.0,424.0,73.0,125.0,17.0,2.0,9.0,4.0,49.0,4.0,1.0,48.0,42.0,10.0,5.0,-7.98,9.7,1.72,2.41,-0.71,28000.0,고졸,,,,5.0,144.0,5744.0,5036.0,865.0,1487.0,258.0,22.0,99.0,170.0,823.0,88.0,37.0,503.0,905.0,135.0,50.0,-19.26,-26.55,-28.47,24.98,-1.94,1125900.0,93.9
2020,KIA,김선빈,SS,우투,우타,9.0,신규,A,2019,30.0,121.0,447.0,394.0,55.0,115.0,22.0,0.0,1.0,3.0,40.0,5.0,4.0,43.0,26.0,7.0,4.0,-0.71,8.45,7.74,2.84,-0.07,30000.0,고졸,잔류,4.0,24.0,7.0,144.0,5505.0,4874.0,605.0,1286.0,248.0,19.0,58.0,76.0,567.0,87.0,42.0,497.0,919.0,108.0,45.0,-34.68,-26.69,-42.45,17.58,-3.89,728800.0,104.5
2021,KIA,김선빈,2B,우투,우타,4.0,FA 1년차,B,2020,31.0,85.0,351.0,303.0,42.0,100.0,19.0,0.0,2.0,1.0,37.0,1.0,1.0,40.0,43.0,12.0,5.0,-0.61,3.45,2.84,2.48,-0.06,45000.0,2번째 FA,,,,6.0,144.0,5642.0,4937.0,724.0,1355.0,224.0,13.0,69.0,130.0,692.0,47.0,25.0,535.0,957.0,114.0,38.0,-42.81,-45.02,-51.42,18.99,-3.74,787700.0,121.1
2022,KIA,김선빈,2B,우투,우타,4.0,재자격,B,2021,32.0,130.0,564.0,501.0,55.0,154.0,32.0,0.0,1.0,5.0,67.0,0.0,0.0,56.0,39.0,19.0,5.0,-4.7,5.61,0.91,3.41,-0.47,45000.0,2번째 FA,,,,9.0,144.0,5577.0,4831.0,568.0,1198.0,183.0,21.0,73.0,66.0,546.0,73.0,31.0,595.0,921.0,119.0,37.0,-0.46,-15.19,-10.36,10.2,0.1,428400.0,115.0
2023,KIA,김선빈,2B,우투,우타,4.0,재자격,B,2022,33.0,140.0,587.0,505.0,51.0,145.0,23.0,0.0,6.0,3.0,61.0,13.0,2.0,65.0,47.0,14.0,3.0,-2.45,5.57,3.11,3.37,-0.25,45000.0,2번째 FA,,,,5.0,144.0,5703.0,5000.0,720.0,1361.0,250.0,19.0,63.0,113.0,677.0,103.0,34.0,542.0,983.0,111.0,36.0,5.59,3.87,-1.59,28.69,0.19,567000.0,109.9
2024,KIA,김선빈,2B,우투,우타,4.0,재자격,B,2023,34.0,119.0,473.0,419.0,41.0,134.0,16.0,0.0,5.0,0.0,48.0,3.0,1.0,38.0,26.0,10.0,3.0,-2.1,4.65,2.55,2.83,-0.21,45000.0,2번째 FA,잔류,4.0,28.0,6.0,144.0,5607.0,4954.0,726.0,1365.0,224.0,21.0,46.0,101.0,673.0,122.0,34.0,500.0,957.0,115.0,44.0,10.65,18.24,1.88,24.07,0.89,494300.0,114.9
2025,KIA,김선빈,2B,우투,우타,,FA 1년차,,2024,35.0,116.0,466.0,423.0,48.0,139.0,23.0,0.0,5.0,9.0,57.0,5.0,1.0,30.0,39.0,13.0,0.0,-5.75,4.62,-1.13,2.98,-0.6,60000.0,,,,,1.0,144.0,5812.0,5124.0,858.0,1542.0,266.0,28.0,59.0,163.0,812.0,125.0,44.0,529.0,915.0,119.0,53.0,-30.14,-12.27,-38.22,30.65,-2.59,602700.0,117.4
2018,SK,김성현,2B,우투,우타,9.0,신규,A,2017,30.0,130.0,429.0,380.0,45.0,103.0,14.0,0.0,4.0,4.0,29.0,2.0,1.0,34.0,28.0,8.0,3.0,9.17,4.29,13.46,0.49,0.84,28000.0,고졸,,,,5.0,144.0,5564.0,4925.0,761.0,1337.0,222.0,15.0,113.0,234.0,733.0,53.0,42.0,427.0,1100.0,97.0,41.0,16.87,25.01,7.98,16.87,1.79,559100.0,69.8
2019,SK,김성현,2B,우투,우타,9.0,신규,A,2018,31.0,135.0,462.0,415.0,51.0,115.0,19.0,1.0,9.0,4.0,55.0,6.0,2.0,29.0,42.0,19.0,3.0,-1.21,6.24,5.03,0.73,-0.11,25000.0,고졸,,,,1.0,144.0,5682.0,4992.0,829.0,1403.0,234.0,13.0,119.0,233.0,791.0,108.0,39.0,483.0,1079.0,103.0,34.0,-0.75,-4.43,-10.09,22.65,0.1,560100.0,74.5
2020,SK,김성현,SS,우투,우타,9.0,신규,A,2019,32.0,144.0,472.0,426.0,45.0,105.0,16.0,2.0,2.0,1.0,34.0,6.0,2.0,33.0,43.0,15.0,3.0,-5.87,9.44,3.57,0.61,-0.6,25000.0,고졸,,,,3.0,144.0,5542.0,4919.0,655.0,1290.0,218.0,14.0,87.0,117.0,622.0,118.0,50.0,462.0,966.0,92.0,38.0,2.07,6.82,-7.97,17.87,-0.09,626100.0,62.7
2021,SK,김성현,SS,우투,우타,9.0,신규,A,2020,33.0,133.0,392.0,343.0,34.0,93.0,9.0,1.0,5.0,2.0,25.0,1.0,1.0,30.0,27.0,10.0,3.0,3.51,6.44,9.95,0.88,0.33,21000.0,고졸,잔류,3.0,11.0,9.0,144.0,5502.0,4839.0,634.0,1212.0,177.0,17.0,69.0,143.0,595.0,81.0,45.0,511.0,981.0,112.0,34.0,-0.01,3.87,-10.2,8.09,-0.18,770800.0,74.1
2022,SSG,김성현,SS,우투,우타,,FA 1년차,,2021,34.0,110.0,274.0,237.0,27.0,67.0,15.0,0.0,0.0,6.0,37.0,5.0,2.0,29.0,29.0,8.0,4.0,0.44,3.55,3.99,1.59,0.04,25000.0,,,,,6.0,144.0,5736.0,4899.0,755.0,1278.0,204.0,13.0,94.0,185.0,712.0,100.0,43.0,636.0,1056.0,106.0,52.0,-11.21,8.62,-21.75,27.4,-0.52,962700.0,107.9
2018,LG,김용의,CF,우투,좌타,8.0,신규,C,2017,32.0,60.0,189.0,164.0,17.0,44.0,6.0,2.0,0.0,0.0,8.0,9.0,4.0,19.0,49.0,2.0,0.0,-0.84,-0.01,-0.85,0.04,-0.08,12000.0,대졸,,,,6.0,144.0,5614.0,4944.0,699.0,1390.0,216.0,20.0,101.0,110.0,663.0,77.0,56.0,438.0,1021.0,123.0,55.0,6.68,12.37,-3.17,13.68,0.61,666400.0,79.8
2019,LG,김용의,1B,우투,좌타,8.0,신규,C,2018,33.0,114.0,185.0,159.0,28.0,37.0,2.0,0.0,0.0,0.0,13.0,10.0,1.0,16.0,32.0,1.0,3.0,1.49,-3.42,-1.93,-0.88,0.13,9000.0,대졸,,,,8.0,144.0,5665.0,5070.0,788.0,1487.0,299.0,12.0,75.0,148.0,740.0,71.0,38.0,418.0,1001.0,125.0,51.0,-27.85,-22.4,-35.85,21.66,-2.31,851800.0,40.7
2020,LG,김용의,1B,우투,좌타,8.0,신규,C,2019,34.0,114.0,210.0,179.0,35.0,39.0,5.0,3.0,2.0,0.0,17.0,8.0,3.0,24.0,38.0,1.0,1.0,2.89,-3.72,-0.83,-0.14,0.3,8500.0,대졸,,,,4.0,144.0,5536.0,4928.0,641.0,1316.0,233.0,15.0,77.0,94.0,604.0,108.0,47.0,434.0,962.0,117.0,48.0,11.94,14.3,3.53,20.38,1.23,745100.0,74.1
2021,LG,김용의,1B,우투,좌타,8.0,신규,C,2020,35.0,101.0,75.0,70.0,28.0,19.0,1.0,1.0,0.0,1.0,12.0,7.0,3.0,3.0,15.0,2.0,1.0,2.97,-1.16,1.81,-0.01,0.28,10500.0,대졸,잔류,1.0,1.0,4.0,144.0,5681.0,4999.0,802.0,1384.0,253.0,29.0,75.0,149.0,760.0,83.0,39.0,509.0,969.0,115.0,49.0,3.39,0.85,-5.11,26.1,0.33,703800.0,68.0
2022,LG,김용의,1B,우투,좌타,,FA 1년차,,2021,36.0,102.0,41.0,27.0,19.0,4.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,9.0,5.0,1.0,1.0,2.32,-0.73,1.59,0.12,0.23,10000.0,,,,,4.0,144.0,5533.0,4750.0,654.0,1188.0,210.0,11.0,94.0,110.0,621.0,92.0,34.0,592.0,926.0,102.0,45.0,15.39,5.93,6.34,20.58,1.28,610000.0,79.9
2010,KIA,김원섭,LF,우투,좌타,8.0,신규,A,2009,31.0,101.0,426.0,356.0,74.0,107.0,14.0,9.0,6.0,8.0,43.0,20.0,10.0,56.0,55.0,8.0,3.0,2.27,-0.29,1.98,3.08,0.35,9000.0,대졸,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,127.7
2011,KIA,김원섭,LF,우투,좌타,8.0,신규,A,2010,32.0,111.0,428.0,353.0,43.0,84.0,16.0,3.0,2.0,5.0,28.0,15.0,6.0,56.0,63.0,5.0,1.0,3.21,-5.19,-1.98,1.4,0.25,17000.0,대졸,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,91.3
2012,KIA,김원섭,LF,우투,좌타,8.0,신규,A,2011,33.0,87.0,316.0,269.0,36.0,73.0,18.0,2.0,0.0,2.0,30.0,1.0,3.0,32.0,28.0,4.0,5.0,1.27,-2.95,-1.68,1.47,0.19,14000.0,대졸,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,103.6
2013,KIA,김원섭,LF,우투,좌타,8.0,신규,A,2012,34.0,120.0,472.0,386.0,60.0,117.0,21.0,4.0,2.0,3.0,61.0,8.0,4.0,69.0,54.0,12.0,3.0,0.69,-5.82,-5.13,4.97,-0.91,13000.0,대졸,잔류,3.0,14.0,5.0,133.0,5131.0,4348.0,553.0,1112.0,197.0,19.0,60.0,54.0,518.0,132.0,51.0,544.0,790.0,100.0,47.0,10.53,-0.12,3.09,24.75,0.09,263000.0,152.8
2014,KIA,김원섭,RF,우투,좌타,,FA 1년차,,2013,35.0,42.0,119.0,96.0,12.0,18.0,8.0,0.0,0.0,1.0,12.0,1.0,0.0,23.0,20.0,0.0,0.0,5.91,-0.75,5.17,0.21,0.64,25000.0,,,,,8.0,128.0,5051.0,4318.0,587.0,1125.0,195.0,13.0,75.0,88.0,545.0,141.0,47.0,537.0,864.0,110.0,42.0,-87.18,-1.3,-88.48,20.98,-8.2,343600.0,79.6
