FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,Age,G,PA,AB,R,H,2B,3B,HP,HR,RBI,SB,CS,BB,SO,GDP,SF,수비_필딩 RAA,수비_포지션 RAA,전체수비 RAA,oWAR,dWAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM RANK,TEAM G,TEAM PA,TEAM AB,TEAM R,TEAM H,TEAM 2B,TEAM 3B,TEAM HP,TEAM HR,TEAM RBI,TEAM SB,TEAM CS,TEAM BB,TEAM SO,TEAM GDP,TEAM SF,TEAM 수비_필딩 RAA,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM oWAR,TEAM dWAR,TEAM 연봉
2015,삼성,박한이,RF,좌투,좌타,,FA 1년차,,2014,35,125,567,472,83,156,22,2,5,9,80,7,6,61,74,9,5,4.03,-5.66,-1.63,2.56,0.36,45000,,,,,1,128,5152,4464,812,1345,238,23,62,161,763,161,46,507,743,88,43,12.63,-4.5,2.92,25.53,1.11,637700
2019,삼성,박해민,CF,우투,좌타,8,신규,A,2018,28,144,649,576,114,172,30,10,3,9,68,36,10,56,99,9,6,5.33,-0.02,5.31,2.43,0.48,29000,대졸,,,,6,144,5766,5109,776,1471,241,29,87,146,732,116,52,468,1034,115,45,-21,1.16,-29.04,15.23,-1.88,598700
2020,삼성,박해민,CF,우투,좌타,8,신규,A,2019,29,144,581,506,64,121,16,7,2,5,44,24,7,58,82,4,3,11.23,-0.16,11.07,0.95,1.15,36000,대졸,,,,8,144,5533,4866,622,1245,230,26,78,122,598,107,42,478,976,107,53,0.76,1.45,-6.85,15.84,0.08,619900
2021,삼성,박해민,CF,우투,좌타,8,신규,A,2020,30,132,541,489,84,142,18,5,3,11,55,34,12,39,77,7,3,14.88,-0.38,14.5,1.86,1.4,30000,대졸,,,,8,144,5574,4923,699,1317,211,12,62,129,658,132,49,486,990,117,53,7.63,37.86,-0.69,12.29,0.72,548800
2022,삼성,박해민,CF,우투,좌타,8,신규,A,2021,31,127,542,454,78,132,22,1,3,5,54,36,15,69,82,3,7,3.75,-0.1,3.65,2.97,0.37,38000,대졸,이적,4,60,3,144,5552,4836,712,1292,204,18,55,133,669,116,44,545,902,98,68,-10.3,12.57,-19.22,18.47,-1.19,578200
2023,LG,박해민,CF,우투,좌타,,FA 1년차,,2022,32,144,636,570,97,165,20,8,9,3,49,24,6,44,85,4,6,11.39,-0.14,11.25,2.99,1.17,60000,,,,,3,144,5627,4927,715,1325,208,33,103,118,674,102,46,501,924,109,46,21.98,24.7,13.13,28.62,2.26,784300
2011,두산,손시헌,SS,우투,우타,8,신규,A,2010,30,128,499,433,51,118,19,1,7,8,62,0,2,46,64,12,3,-3.29,8.62,5.33,1.89,0.38,18500,대졸,,,,3,,,,,,,,,,,,,,,,,,,,,,
2012,두산,손시헌,SS,우투,우타,8,신규,A,2011,31,92,351,298,39,84,10,1,9,4,28,2,1,37,44,9,0,-0.85,7.04,6.19,2.08,0.44,20200,대졸,,,,5,,,,,,,,,,,,,,,,,,,,,,
2013,두산,손시헌,SS,우투,우타,8,신규,A,2012,32,86,312,272,24,67,11,1,4,5,31,4,2,21,40,12,4,2.43,5.33,7.76,0.77,0.23,19700,대졸,,,,3,133,4938,4379,524,1139,172,26,54,59,490,116,51,362,659,129,40,25.84,9.99,28.8,17.39,0.02,299900
2014,두산,손시헌,SS,우투,우타,8,신규,A,2013,33,93,268,234,35,59,14,1,6,1,26,3,1,21,38,5,1,10.78,5.47,16.25,0.8,1.66,18000,대졸,이적,4,30,2,128,5142,4401,699,1271,217,37,79,95,654,172,61,524,717,105,56,8.01,-0.56,7.44,36.32,1.04,345000
2015,NC,손시헌,SS,우투,우타,4,FA 1년차,A,2014,34,97,361,307,39,90,20,1,7,5,39,2,1,34,53,10,8,6.41,7.22,13.63,1.57,0.57,40000,고졸,,,,3,128,5031,4426,737,1249,228,36,67,143,697,154,47,443,918,90,51,25.86,46.23,16.5,14.33,2.28,337900
2016,NC,손시헌,SS,우투,우타,4,재자격,A,2015,35,140,508,440,56,108,24,2,14,13,58,3,2,36,66,16,5,0.39,10.16,10.55,1.54,0.04,40000,고졸,,,,3,144,5727,4967,844,1437,283,28,106,161,802,204,60,536,1023,105,53,27.49,15.93,18.08,28.15,2.27,440600
2017,NC,손시헌,SS,우투,우타,4,재자격,A,2016,36,110,403,341,36,104,21,2,13,5,39,1,0,38,48,13,1,8.2,8.04,16.24,2.67,0.73,40000,고졸,,,,2,144,5833,5007,857,1457,249,19,93,169,808,99,41,609,1023,133,52,6.4,-8.9,-3.55,24.47,0.57,723500
2018,NC,손시헌,SS,우투,우타,4,재자격,A,2017,37,124,391,349,32,122,17,1,8,5,45,1,0,16,44,5,5,3.35,7.8,11.15,3.1,0.31,40000,고졸,잔류,2,15,4,144,5790,5079,786,1489,277,19,130,149,739,93,32,471,979,119,48,16.48,35.2,6.55,24.87,1.52,713700
2019,NC,손시헌,SS,우투,우타,,FA 1년차,,2018,38,67,150,128,12,24,4,0,5,2,14,2,0,15,20,3,1,-1.33,2.98,1.65,-0.18,-0.12,50000,,,,,10,144,5488,4895,660,1280,233,18,88,143,629,82,35,427,1081,115,43,2.07,19.6,-8.48,5.69,0.25,544500
2015,롯데,손아섭,RF,우투,좌타,9,신규,A,2014,26,122,570,483,105,175,25,3,5,18,80,10,3,80,78,7,2,3.28,-5.68,-2.4,5.21,0.29,40000,고졸,,,,7,128,5194,4487,716,1288,252,26,70,121,685,63,41,534,964,95,41,1.14,15.71,-6.57,16.88,0.1,510600
2016,롯데,손아섭,RF,우투,좌타,9,신규,A,2015,27,116,517,445,86,141,28,1,1,13,54,11,6,68,96,6,3,2.53,-5.13,-2.6,3.11,0.23,50000,고졸,,,,8,144,5680,4972,765,1393,254,19,68,177,727,104,50,532,1186,136,28,22.19,15.39,13.9,18.66,2.33,624400
2017,롯데,손아섭,RF,우투,좌타,9,신규,A,2016,28,144,672,575,118,186,33,1,3,16,81,42,4,92,104,4,2,4.4,-6.87,-2.47,4.54,0.39,60000,고졸,,,,8,144,5784,5001,777,1439,252,20,83,127,732,145,64,596,1061,120,41,-7.33,6.21,-16.83,17.82,-0.54,730200
2018,롯데,손아섭,RF,우투,좌타,9,신규,A,2017,29,144,667,576,113,193,35,4,4,20,80,25,8,83,96,7,3,5.34,-6.94,-1.6,5.1,0.49,65000,고졸,잔류,4,98,3,144,5671,4994,743,1425,250,17,112,151,697,92,44,457,1018,146,32,16.21,8.53,6.5,17.96,1.67,858600
2019,롯데,손아섭,RF,우투,좌타,4,FA 1년차,B,2018,30,141,625,553,109,182,32,5,2,26,93,20,3,68,99,15,1,5.86,-6.71,-0.85,4.94,0.52,150000,고졸,,,,7,144,5764,5130,821,1484,289,17,81,203,792,68,32,471,1157,124,37,0.51,6.93,-12.15,21.63,0.05,836900
2020,롯데,손아섭,RF,우투,좌타,4,재자격,B,2019,31,134,568,512,78,151,22,1,1,10,63,13,8,52,92,6,2,3.25,-5.79,-2.54,2.28,0.33,150000,고졸,,,,10,144,5488,4919,578,1231,214,22,65,90,545,65,31,429,1085,108,40,-30.52,-29.69,-41.29,7.45,-3.14,1058600
2021,롯데,손아섭,RF,우투,좌타,4,재자격,B,2020,32,141,611,540,98,190,43,0,2,11,85,5,0,61,56,9,7,0.41,-6.61,-6.2,4.82,0.04,200000,고졸,,,,7,144,5669,4958,750,1366,252,6,55,131,711,90,31,569,875,148,48,10.45,0.47,-0.21,17.58,0.98,893500
2022,롯데,손아섭,RF,우투,좌타,4,재자격,B,2021,33,139,610,542,88,173,29,2,3,3,58,11,6,61,67,15,1,-3.45,-6.22,-9.67,2.91,-0.34,50000,고졸,이적,4,64,8,144,5726,5009,727,1393,266,10,54,107,697,60,31,579,969,114,46,-24.26,-13.58,-33.77,22.75,-3.11,481800
2023,NC,손아섭,RF,우투,좌타,,FA 1년차,,2022,34,138,617,548,72,152,29,4,3,4,48,7,3,59,76,9,6,5.47,-8.07,-2.61,1.65,0.56,150000,,,,,6,144,5585,4899,646,1260,230,15,88,105,613,100,39,501,981,112,47,-7,-6.71,-14.51,19.94,-0.72,823200
2016,한화,송광민,LF,우투,우타,8,신규,A,2015,32,12,41,37,2,9,2,0,1,0,1,0,0,2,11,1,0,1.1,-0.19,0.91,-0.1,0.1,11000,대졸,,,,6,144,5716,4852,717,1316,218,19,109,130,667,80,47,581,1135,112,35,16.16,31.04,8.26,15.8,1.6,784600
2017,한화,송광민,3B,우투,우타,8,신규,A,2016,33,116,494,449,80,146,27,2,4,17,83,3,0,28,86,16,6,1.39,-0.43,0.96,2.49,0.12,10000,대졸,,,,7,144,5838,5109,826,1478,242,27,91,142,787,64,38,510,1025,123,41,-14.51,7.95,-22.75,17.03,-1.29,1065400
2018,한화,송광민,3B,우투,우타,8,신규,A,2017,34,117,473,437,71,143,26,0,3,13,75,2,3,21,88,11,8,8.88,-0.65,8.23,2.42,0.82,20000,대졸,,,,8,144,5665,5030,737,1445,261,16,94,150,684,64,44,416,974,112,38,7.63,0.63,-0.35,19.39,0.85,1083900
2019,한화,송광민,3B,우투,우타,8,신규,A,2018,35,113,460,434,63,129,24,0,4,18,79,4,4,18,93,13,4,1.22,-1.68,-0.46,1.2,0.11,24000,대졸,잔류,2,16,3,144,5539,4972,729,1369,249,14,88,151,668,118,64,420,1098,113,28,24.57,11.38,15.86,12.72,2.19,562100
2020,한화,송광민,3B,우투,우타,,FA 1년차,,2019,36,122,486,454,50,120,21,0,3,7,51,8,2,21,91,18,5,1.52,-0.1,1.43,0.29,0.16,25000,,,,,9,144,5482,4882,607,1250,223,16,70,88,562,105,51,441,1090,112,45,-21.24,-0.29,-27.17,12.6,-2.18,668000
2020,롯데,신본기,SS,우투,우타,7,신규,C,2019,30,121,413,375,43,96,9,0,8,1,26,3,3,24,62,9,1,-1.52,8.02,6.5,0.48,-0.16,16000,대졸,,,,10,144,5488,4919,578,1231,214,22,65,90,545,65,31,429,1085,108,40,-30.52,-29.69,-41.29,7.45,-3.14,1058600
2021,롯데,신본기,SS,우투,우타,7,신규,C,2020,31,81,123,106,18,23,1,0,1,2,12,1,0,14,22,3,1,1.45,0.92,2.37,-0.16,0.14,12500,대졸,,,,7,144,5669,4958,750,1366,252,6,55,131,711,90,31,569,875,148,48,10.45,0.47,-0.21,17.58,0.98,893500
2022,KT,신본기,SS,우투,우타,7,신규,C,2021,32,96,206,174,25,41,8,0,4,1,19,1,2,22,45,6,1,3.69,1.45,5.14,0.06,0.37,9200,대졸,,,,1,144,5627,4810,719,1276,219,11,58,106,673,112,46,645,1047,105,44,10.21,-7.11,0.42,21.86,1.33,575800
2023,KT,신본기,SS,우투,우타,7,신규,C,2022,33,74,138,121,9,22,3,0,2,1,8,0,1,10,28,5,1,0.75,1.63,2.38,-0.55,0.08,11500,대졸,잔류,2,3,4,144,5547,4864,631,1237,192,19,49,119,588,89,34,519,1183,105,44,13.16,14.83,4.34,17.82,1.35,749000
2024,KT,신본기,SS,우투,우타,,FA 1년차,,2023,34,40,75,54,8,11,2,0,2,1,7,0,1,14,8,3,4,0.5,0.76,1.26,0.23,0.05,13000,,,,,2,144,5649,4973,672,1316,235,14,48,89,621,87,30,524,1074,96,47,20.26,29.09,12.34,18.9,2.07,676100
2017,KIA,안치홍,2B,우투,우타,9,신규,A,2016,26,10,43,36,3,8,2,0,0,0,1,0,0,5,8,2,1,2.12,0.43,2.55,-0.12,0.19,16000,고졸,,,,5,144,5696,4999,803,1429,264,28,87,170,754,101,50,499,997,109,45,-5.49,2.85,-16.24,21.24,-0.49,815200
2018,KIA,안치홍,2B,우투,우타,9,신규,A,2017,27,132,545,487,95,154,29,2,4,21,93,7,0,43,70,19,5,-3.94,5.4,1.46,4.49,-0.36,22000,고졸,,,,1,144,5841,5142,906,1554,292,29,89,170,868,76,34,499,891,117,56,-9.65,-22.98,-20.85,31.41,-1.42,897200
2019,KIA,안치홍,2B,우투,우타,9,신규,A,2018,28,130,549,494,88,169,38,1,10,23,118,5,1,36,57,13,9,-2.08,2.43,0.35,4.86,-0.19,32000,고졸,,,,5,144,5744,5036,865,1487,258,22,99,170,823,88,37,503,905,135,50,-19.26,-26.55,-28.47,24.98,-1.94,1125900
2020,KIA,안치홍,2B,우투,우타,9,신규,A,2019,29,105,408,362,45,114,18,1,1,5,49,4,2,40,37,9,5,-6.15,2.94,-3.21,2.8,-0.63,50000,고졸,,4,56,7,144,5505,4874,605,1286,248,19,58,76,567,87,42,497,919,108,45,-34.68,-26.69,-42.45,17.58,-3.89,728800
2021,롯데,안치홍,2B,우투,우타,4,FA 1년차,B,2020,30,124,460,412,49,118,28,0,7,8,54,14,3,35,47,11,2,-5.88,4.26,-1.62,2.04,-0.55,29000,2번째 FA,,,,7,144,5669,4958,750,1366,252,6,55,131,711,90,31,569,875,148,48,10.45,0.47,-0.21,17.58,0.98,893500
2022,롯데,안치홍,2B,우투,우타,4,재자격,B,2021,31,119,490,421,58,129,30,2,3,10,82,3,6,52,58,10,9,-6.12,4.38,-1.74,3.52,-0.61,29000,2번째 FA,,,,8,144,5726,5009,727,1393,266,10,54,107,697,60,31,579,969,114,46,-24.26,-13.58,-33.77,22.75,-3.11,481800
2023,롯데,안치홍,2B,우투,우타,4,재자격,B,2022,32,132,562,493,71,140,27,3,5,14,58,7,2,51,52,13,5,-5.81,1.77,-4.04,3.68,-0.6,100000,2번째 FA,,,,8,144,5534,4948,605,1320,227,16,54,106,570,61,39,417,991,127,42,-37.16,-33.27,-47.91,16.09,-3.83,549570
2024,롯데,안치홍,2B,우투,우타,4,재자격,B,2023,33,121,494,425,57,124,20,1,10,8,63,3,3,49,53,14,5,-4.54,0.9,-3.65,2.77,-0.46,50000,2번째 FA,이적,4,55,7,144,5576,4871,653,1289,231,19,51,69,608,101,42,522,1000,110,57,-32.72,-29.39,-42,17.11,-3.34,536460
2025,한화,안치홍,DH,우투,우타,,FA 1년차,,2024,34,128,533,473,64,142,21,0,6,13,66,3,2,49,70,10,4,-3.16,-7.51,-10.67,1.65,-0.31,50000,,,,,8,144,5702,5005,745,1351,224,18,85,127,698,69,41,530,1077,109,40,-18.96,-4.12,-29.07,14.11,-1.67,477500
2021,LG,양석환,1B,우투,우타,7,신규,A,2020,29,40,132,118,8,29,5,0,2,3,13,0,0,10,25,1,0,-0.62,-1.1,-1.72,0.1,-0.06,21000,대졸,,,,4,144,5681,4999,802,1384,253,29,75,149,760,83,39,509,969,115,49,3.39,0.85,-5.11,26.1,0.33,703800
2022,두산,양석환,3B,우투,우타,7,신규,A,2021,30,133,546,488,66,133,22,0,9,28,96,2,3,42,136,10,7,-4.34,-10.91,-15.25,2.75,-0.43,21000,대졸,,,,2,144,5645,4900,738,1314,235,17,86,110,698,81,37,560,943,137,53,-0.82,-8.17,-11.12,24.7,-0.08,681500
2023,두산,양석환,1B,우투,우타,7,신규,A,2022,31,107,446,405,58,99,14,1,7,20,51,1,0,32,101,3,2,-4.61,-9.27,-13.88,1.37,-0.48,39000,대졸,,,,9,144,5510,4891,638,1249,210,12,71,101,592,90,40,450,1007,116,45,-9.52,-20.71,-19.24,15.56,-0.98,808700
2024,두산,양석환,1B,우투,우타,7,신규,A,2023,32,140,582,524,73,147,28,0,6,21,89,4,0,41,133,9,11,4.03,-12.14,-8.11,2.42,0.41,40000,대졸,잔류,6,78,5,144,5538,4859,620,1238,210,32,76,100,565,133,48,505,975,90,41,7.77,-5.94,0,20.22,0.72,742300
2025,두산,양석환,1B,우투,우타,,FA 1년차,,2024,33,142,593,533,83,131,25,1,7,34,107,5,3,49,128,15,3,3.27,-11.92,-8.65,1.79,0.37,30000,,,,,4,144,5680,4975,789,1375,243,21,81,150,743,184,50,510,1077,100,59,16.5,-6.26,9.3,23.3,1.5,750200
2016,두산,양의지,C,우투,우타,9,신규,A,2015,28,132,513,442,70,144,27,0,24,20,93,5,4,39,64,7,6,4.34,11.98,16.32,5.82,0.4,20000,고졸,,,,1,144,5759,4957,807,1436,254,22,99,140,770,111,47,567,820,139,60,4.5,-15.85,-3.26,29.31,0.42,588000
2017,두산,양의지,C,우투,우타,9,신규,A,2016,29,108,392,332,66,106,17,0,12,22,66,2,0,40,29,20,7,3.87,8.83,12.7,4.52,0.34,42000,고졸,,,,1,144,5841,5044,935,1504,284,25,86,183,877,85,45,600,884,121,68,2.92,4.73,-5.63,33.4,0.45,567400
2018,두산,양의지,C,우투,우타,9,신규,A,2017,30,111,406,347,47,96,15,0,12,14,67,1,1,43,53,17,3,0.75,8.74,9.49,2.78,0.07,48000,고졸,,,,2,144,5833,5102,849,1499,270,20,95,178,812,69,33,541,960,120,47,-0.18,-17.54,-7.54,32.2,-0.14,473500
2019,두산,양의지,C,우투,우타,9,신규,A,2018,31,133,503,439,84,157,29,1,13,23,77,6,0,45,40,13,6,1.32,9.46,10.77,6.63,0.12,60000,고졸,이적,4,125,2,144,5870,5176,944,1601,284,30,92,191,898,96,23,496,1016,112,63,31.25,30.09,23.63,37.38,2.69,690700
2020,NC,양의지,C,우투,우타,4,FA 1년차,B,2019,32,118,459,390,61,138,26,0,15,20,68,4,3,48,43,13,6,1.36,6.43,7.79,6.81,0.14,200000,고졸,,,,5,144,5631,4968,674,1383,249,26,83,128,639,87,45,456,880,126,60,10.59,22.04,3.58,25.29,0.91,796700
2021,NC,양의지,C,우투,우타,4,재자격,B,2020,33,130,528,461,86,151,26,1,14,33,124,5,2,46,47,11,6,3.48,7.8,11.28,6.25,0.33,200000,고졸,,,,1,144,5833,5102,888,1483,258,28,104,187,845,101,38,529,997,106,51,9.88,13.19,2.77,32.11,1.24,741800
2022,NC,양의지,C,우투,우타,4,재자격,B,2021,34,141,570,480,81,156,29,2,11,30,111,2,1,69,60,12,10,-0.34,-6.02,-6.36,6.03,-0.03,150000,고졸,,,,7,144,5532,4808,702,1254,203,17,111,170,670,101,46,511,1093,94,43,-14.94,3.78,-23.57,22.15,-0.97,838500
2023,NC,양의지,C,우투,우타,4,재자격,B,2022,35,130,510,427,61,121,24,0,13,20,94,3,1,60,48,16,10,4.12,5.47,9.59,5.03,0.42,100000,고졸,이적,6,152,6,144,5585,4899,646,1260,230,15,88,105,613,100,39,501,981,112,47,-7,-6.71,-14.51,19.94,-0.72,823200
2024,두산,양의지,C,우투,우타,,FA 1년차,,2023,36,129,510,439,56,134,23,0,11,17,68,8,0,57,56,20,3,4.32,5.9,10.22,5.55,0.44,30000,,,,,5,144,5538,4859,620,1238,210,32,76,100,565,133,48,505,975,90,41,7.77,-5.94,0,20.22,0.72,742300
2020,한화,오선진,SS,우투,우타,9,자격유지,C,2019,30,122,453,392,37,88,16,0,10,3,36,7,2,38,72,8,3,-4.97,8.85,3.88,0.95,-0.51,7500,22년 C등급,,,,9,144,5482,4882,607,1250,223,16,70,88,562,105,51,441,1090,112,45,-21.24,-0.29,-27.17,12.6,-2.18,668000
2021,한화,오선진,SS,우투,우타,9,자격유지,C,2020,31,93,222,197,17,46,4,0,3,2,17,0,1,16,39,10,0,2.27,2.45,4.72,-0.17,0.21,10500,22년 C등급,,,,10,144,5483,4862,551,1189,195,12,89,79,523,51,36,462,1163,119,25,-16.48,-9.83,-23.31,2.35,-1.25,516500
2022,삼성,오선진,SS,우투,우타,9,자격유지,C,2021,32,23,46,42,5,9,0,0,1,0,2,0,0,3,8,2,0,-2.91,0.89,-2.02,-0.17,-0.29,10000,22년 C등급,,,,3,144,5552,4836,712,1292,204,18,55,133,669,116,44,545,902,98,68,-10.3,12.57,-19.22,18.47,-1.19,578200
2023,삼성,오선진,3B,우투,우타,9,자격유지,C,2022,33,100,306,268,30,74,8,0,3,3,24,2,2,18,51,5,1,-4.72,2.37,-2.35,0.63,-0.49,7000,22년 C등급,이적,2,4,7,144,5647,5023,663,1358,241,19,54,103,627,91,27,446,1029,119,41,-21.46,0.42,-28.41,18.17,-2.21,842300
2024,한화,오선진,SS,우투,우타,,FA 1년차,,2023,34,90,199,165,17,38,6,0,5,0,14,2,0,24,34,7,2,-2.86,1.31,-1.55,0.25,-0.29,10000,,,,,9,144,5628,4906,604,1184,211,12,88,100,568,67,22,535,1162,103,40,2.35,2.67,-6.47,12.72,0.24,667000
2013,두산,오재원,2B,우투,좌타,8,신규,A,2012,27,77,213,188,29,53,7,3,0,0,17,14,2,17,43,4,2,0.93,1.51,2.44,1.22,0.22,14500,대졸,,,,3,133,4938,4379,524,1139,172,26,54,59,490,116,51,362,659,129,40,25.84,9.99,28.8,17.39,0.02,299900
2014,두산,오재원,2B,우투,좌타,8,신규,A,2013,28,113,375,308,54,80,14,7,6,7,44,33,11,49,62,6,5,0.38,-1.09,-0.71,2.35,0.06,12500,대졸,,,,2,128,5142,4401,699,1271,217,37,79,95,654,172,61,524,717,105,56,8.01,-0.56,7.44,36.32,1.04,345000
2015,두산,오재원,2B,우투,좌타,8,신규,A,2014,29,110,420,359,60,114,21,6,2,5,40,33,7,50,61,7,0,-5.99,2.94,-3.05,3.02,-0.53,17000,대졸,,,,6,128,5083,4427,687,1299,235,26,64,108,646,111,44,468,731,103,43,-11.11,-15.9,-19.65,19.88,-0.98,336800
2016,두산,오재원,2B,우투,좌타,8,신규,A,2015,30,120,474,411,60,115,20,2,4,11,59,31,8,47,94,9,4,-0.41,4.61,4.2,2.52,-0.04,40000,대졸,잔류,4,38,1,144,5759,4957,807,1436,254,22,99,140,770,111,47,567,820,139,60,4.5,-15.85,-3.26,29.31,0.42,588000
2017,두산,오재원,2B,우투,좌타,4,FA 1년차,A,2016,31,122,484,416,68,113,18,1,5,5,58,13,10,54,82,10,6,0.85,4.61,5.45,0.96,0.07,55000,대졸,,,,1,144,5841,5044,935,1504,284,25,86,183,877,85,45,600,884,121,68,2.92,4.73,-5.63,33.4,0.45,567400
2018,두산,오재원,2B,우투,좌타,4,재자격,A,2017,32,127,390,334,43,79,16,1,2,7,40,7,7,47,85,5,3,-3.12,3.18,0.06,0.57,-0.29,55000,대졸,,,,2,144,5833,5102,849,1499,270,20,95,178,812,69,33,541,960,120,47,-0.18,-17.54,-7.54,32.2,-0.14,473500
2019,두산,오재원,2B,우투,좌타,4,재자격,A,2018,33,132,521,473,78,148,24,1,2,15,81,15,6,41,119,13,2,4.25,3.7,7.95,3.24,0.38,55000,대졸,,,,2,144,5870,5176,944,1601,284,30,92,191,898,96,23,496,1016,112,63,31.25,30.09,23.63,37.38,2.69,690700
2020,두산,오재원,2B,우투,좌타,4,재자격,A,2019,34,98,204,177,30,29,8,1,0,3,18,6,2,25,50,3,0,-7.45,1.9,-5.55,-0.2,-0.77,55000,대졸,잔류,3,19,1,144,5670,4913,736,1364,235,31,72,84,691,102,38,563,799,117,83,20.76,20.57,11.54,29.09,2.13,596100
2021,두산,오재원,2B,우투,좌타,,FA 1년차,,2020,35,85,174,155,25,36,7,1,0,5,27,10,5,16,49,3,2,-1.75,1.43,-0.33,0.08,-0.16,30000,,,,,2,144,5776,5046,816,1477,263,20,68,125,778,88,37,551,796,132,73,-16.54,-25.41,-27.23,30.64,-1.48,677600
2018,두산,오재일,1B,좌투,좌타,9,신규,A,2017,31,128,466,412,62,126,27,0,5,26,89,1,1,45,80,5,3,1.94,-9.31,-7.37,3.8,0.18,19800,고졸,,,,2,144,5833,5102,849,1499,270,20,95,178,812,69,33,541,960,120,47,-0.18,-17.54,-7.54,32.2,-0.14,473500
2019,두산,오재일,1B,좌투,좌타,9,신규,A,2018,32,123,477,401,69,112,19,2,6,27,80,1,1,60,121,3,10,4.82,-9.42,-4.6,3.05,0.43,30000,고졸,,,,2,144,5870,5176,944,1601,284,30,92,191,898,96,23,496,1016,112,63,31.25,30.09,23.63,37.38,2.69,690700
2020,두산,오재일,1B,좌투,좌타,9,신규,A,2019,33,130,529,467,76,137,29,1,3,21,102,2,1,55,99,5,4,5.06,-10.48,-5.42,3.53,0.52,30000,고졸,,,,1,144,5670,4913,736,1364,235,31,72,84,691,102,38,563,799,117,83,20.76,20.57,11.54,29.09,2.13,596100
2021,두산,오재일,1B,좌투,좌타,9,신규,A,2020,34,127,534,471,62,147,32,0,0,16,89,2,1,61,92,12,2,-4.08,-10.76,-14.85,3.15,-0.38,47000,고졸,이적,4,50,2,144,5776,5046,816,1477,263,20,68,125,778,88,37,551,796,132,73,-16.54,-25.41,-27.23,30.64,-1.48,677600
2022,삼성,오재일,1B,좌투,좌타,,FA 1년차,,2021,35,120,484,418,64,119,20,0,0,25,97,1,0,58,106,5,8,3.75,-9.7,-5.95,2.35,0.37,60000,,,,,3,144,5552,4836,712,1292,204,18,55,133,669,116,44,545,902,98,68,-10.3,12.57,-19.22,18.47,-1.19,578200
2017,LG,오지환,SS,우투,좌타,9,신규,A,2016,26,121,472,393,73,110,14,5,7,20,78,17,9,65,97,7,5,5.12,9.36,14.48,4.29,0.45,25000,고졸,,,,4,144,5765,5051,786,1464,238,26,72,118,744,121,70,523,982,92,54,37.96,34.04,27.87,19.83,3.37,542900
2018,LG,오지환,SS,우투,좌타,9,신규,A,2017,27,107,390,334,47,91,13,4,5,8,39,10,5,45,105,8,5,-2.66,7.68,5.01,2.05,-0.24,35000,고졸,,,,6,144,5614,4944,699,1390,216,20,101,110,663,77,56,438,1021,123,55,6.68,12.37,-3.17,13.68,0.61,666400
2019,LG,오지환,SS,우투,좌타,9,신규,A,2018,28,144,617,533,93,148,26,2,7,11,71,10,5,59,146,6,6,5.45,12.34,17.79,3.17,0.49,29000,고졸,,,,8,144,5665,5070,788,1487,299,12,75,148,740,71,38,418,1001,125,51,-27.85,-22.4,-35.85,21.66,-2.31,851800
2020,LG,오지환,SS,우투,좌타,9,신규,A,2019,29,134,547,473,63,119,23,5,7,9,53,27,5,57,113,7,3,10.93,10.92,21.85,3.97,1.12,40000,고졸,잔류,4,40,4,144,5536,4928,641,1316,233,15,77,94,604,108,47,434,962,117,48,11.94,14.3,3.53,20.38,1.23,745100
2021,LG,오지환,SS,우투,좌타,4,FA 1년차,B,2020,30,141,591,527,95,158,41,7,9,10,71,20,8,45,116,4,5,11.1,11.74,22.84,5.17,1.04,60000,2번째 FA,,,,4,144,5681,4999,802,1384,253,29,75,149,760,83,39,509,969,115,49,3.39,0.85,-5.11,26.1,0.33,703800
2022,LG,오지환,SS,우투,좌타,4,재자격,B,2021,31,134,532,464,62,118,19,2,5,8,57,12,6,54,82,11,5,7.07,10.34,17.41,2.48,0.7,60000,2번째 FA,,,,4,144,5533,4750,654,1188,210,11,94,110,621,92,34,592,926,102,45,15.39,5.93,6.34,20.58,1.28,610000
2023,LG,오지환,SS,우투,좌타,4,재자격,B,2022,32,142,569,494,75,133,16,4,7,25,87,20,7,62,107,11,3,5.44,11.34,16.78,5.75,0.56,60000,2번째 FA,,,,3,144,5627,4927,715,1325,208,33,103,118,674,102,46,501,924,109,46,21.98,24.7,13.13,28.62,2.26,784300
2024,LG,오지환,SS,우투,좌타,4,재자격,B,2023,33,126,502,422,65,113,24,3,8,8,62,16,7,64,82,4,4,3.4,9.94,13.34,4.66,0.35,60000,2번째 FA,잔류,6,124,1,144,5687,4881,767,1364,227,27,73,93,714,166,101,583,804,89,55,6.8,34.27,-1.96,31.56,0.69,556000
2025,LG,오지환,SS,우투,좌타,,FA 1년차,,2024,34,108,428,370,67,94,24,2,4,10,59,17,4,51,106,8,1,2.9,8.15,11.04,2.67,0.33,30000,,,,,3,144,5725,4919,808,1394,238,29,71,115,765,171,79,616,969,98,73,16.9,-8.34,7.86,26.87,2.23,858700
2020,KT,오태곤,1B,우투,우타,8,신규,C,2019,28,123,392,352,63,88,16,1,4,6,35,19,2,31,78,8,2,2.15,-7.23,-5.08,0.31,0.22,8300,고졸,,,,6,144,5582,4965,650,1375,187,20,52,103,615,104,44,475,975,113,45,36.35,39.04,26.31,21.52,3.72,514900
