FA년도,구단명,선수명,세부 포지션,투,구분,FA등급,플레이년도,나이,게임수,선발등판,구원등판,승리,패전,세이브,블론세이브,홀드,블론홀드,이닝수,자책점,피안타,2루타허용,3루타허용,피홈런,볼넷허용,사구허용,탈삼진,폭투,ERA,FIP,선발 이닝,구원 이닝,선발 WAR,구원 WAR,종합 WAR,연봉,비고1,잔류 여부,FA 계약 연수,FA 계약 총액
2023,한화,장시환,CP,우투,신규,C,2022,35.0,64.0,0.0,64.0,0.0,5.0,14.0,5.0,9.0,0.0,63.2,31.0,57.0,14.0,2.0,4.0,33.0,1.0,67.0,2.0,4.38,3.41,0.0,63.2,0.0,0.49,0.49,21000.0,35세 이상,잔류,3.0,9.3
2024,한화,장시환,RP,우투,FA 1년차,C,2023,36.0,38.0,0.0,38.0,2.0,2.0,1.0,4.0,7.0,0.0,34.2,13.0,32.0,4.0,0.0,1.0,21.0,4.0,24.0,3.0,3.38,4.61,0.0,34.2,0.0,0.65,0.65,28000.0,35세 이상,잔류,0.0,0.0
2011,삼성,장원삼,SP,좌투,신규,A,2010,27.0,29.0,28.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,151.0,58.0,139.0,27.0,3.0,13.0,44.0,5.0,115.0,3.0,3.46,3.84,149.1,1.2,4.47,0.09,4.56,17000.0,대졸,잔류,0.0,0.0
2012,삼성,장원삼,SP,좌투,신규,A,2011,28.0,25.0,21.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,115.0,53.0,139.0,20.0,1.0,13.0,37.0,0.0,68.0,1.0,4.15,4.49,109.0,6.0,1.79,-0.08,1.72,22500.0,대졸,잔류,0.0,0.0
2013,삼성,장원삼,SP,좌투,신규,A,2012,29.0,27.0,25.0,2.0,17.0,6.0,0.0,0.0,1.0,0.0,157.0,62.0,143.0,21.0,4.0,9.0,38.0,9.0,127.0,2.0,3.55,3.05,155.1,1.2,3.22,0.09,3.31,22500.0,대졸,잔류,0.0,0.0
2014,삼성,장원삼,SP,좌투,신규,A,2013,30.0,27.0,26.0,1.0,13.0,10.0,1.0,0.0,0.0,0.0,154.0,75.0,165.0,17.0,3.0,21.0,42.0,9.0,104.0,6.0,4.38,4.76,150.0,4.0,1.99,0.01,2.0,40000.0,대졸,잔류,4.0,60.0
2015,삼성,장원삼,SP,좌투,FA 1년차,A,2014,31.0,24.0,24.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,129.1,59.0,149.0,33.0,2.0,16.0,37.0,5.0,63.0,6.0,4.11,5.52,129.1,0.0,3.24,0.0,3.24,75000.0,대졸,잔류,0.0,0.0
2012,롯데,장원준,SP,좌투,신규,A,2011,26.0,29.0,28.0,1.0,15.0,6.0,0.0,0.0,0.0,0.0,180.2,63.0,195.0,36.0,1.0,7.0,62.0,9.0,129.0,3.0,3.14,3.48,173.1,7.1,4.97,0.4,5.38,20000.0,고졸,잔류,0.0,0.0
2015,롯데,장원준,SP,좌투,신규,A,2014,29.0,27.0,27.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,155.0,79.0,160.0,27.0,6.0,15.0,67.0,3.0,107.0,9.0,4.59,5.08,155.0,0.0,4.68,0.0,4.68,32000.0,고졸,이적,4.0,84.0
2016,두산,장원준,SP,좌투,FA 1년차,A,2015,30.0,30.0,30.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,169.2,77.0,182.0,35.0,2.0,13.0,68.0,14.0,128.0,2.0,4.08,4.62,169.2,0.0,3.94,0.0,3.94,100000.0,고졸,잔류,0.0,0.0
2013,SSG,정우람,CP,좌투,신규,A,2012,27.0,53.0,0.0,53.0,2.0,4.0,30.0,5.0,0.0,0.0,49.0,12.0,33.0,6.0,1.0,0.0,9.0,4.0,55.0,1.0,2.2,1.38,0.0,49.0,0.0,1.78,1.78,28000.0,고졸,잔류,0.0,0.0
2016,SSG,정우람,CP,좌투,신규,A,2015,30.0,69.0,0.0,69.0,7.0,5.0,16.0,5.0,11.0,0.0,70.0,25.0,52.0,12.0,0.0,3.0,28.0,1.0,90.0,3.0,3.21,2.58,0.0,70.0,0.0,2.15,2.15,40000.0,고졸,이적,4.0,84.0
2017,한화,정우람,CP,좌투,FA 1년차,A,2016,31.0,61.0,0.0,61.0,8.0,5.0,16.0,7.0,1.0,0.0,81.0,30.0,64.0,14.0,1.0,7.0,26.0,4.0,85.0,5.0,3.33,3.64,0.0,81.0,0.0,2.74,2.74,120000.0,고졸,잔류,0.0,0.0
2018,한화,정우람,CP,좌투,재자격,A,2017,32.0,56.0,0.0,56.0,6.0,4.0,26.0,5.0,0.0,0.0,59.0,18.0,47.0,10.0,0.0,5.0,19.0,4.0,78.0,5.0,2.75,3.01,0.0,59.0,0.0,2.1,2.1,120000.0,고졸,잔류,0.0,0.0
2019,한화,정우람,CP,좌투,재자격,A,2018,33.0,55.0,0.0,55.0,5.0,3.0,35.0,4.0,0.0,0.0,53.0,20.0,49.0,9.0,0.0,6.0,12.0,2.0,56.0,1.0,3.4,3.81,0.0,53.0,0.0,1.64,1.64,120000.0,고졸,잔류,0.0,0.0
2020,한화,정우람,CP,좌투,재자격,A,2019,34.0,57.0,0.0,57.0,4.0,3.0,26.0,4.0,0.0,0.0,58.1,10.0,57.0,8.0,0.0,4.0,16.0,1.0,48.0,2.0,1.54,3.42,0.0,58.1,0.0,2.82,2.82,80000.0,고졸,잔류,4.0,39.0
2021,한화,정우람,CP,좌투,FA 1년차,A,2020,35.0,50.0,0.0,50.0,3.0,5.0,16.0,3.0,0.0,0.0,54.1,29.0,58.0,11.0,1.0,4.0,12.0,5.0,53.0,2.0,4.8,3.35,0.0,54.1,0.0,0.95,0.95,80000.0,고졸,잔류,0.0,0.0
2020,LG,정찬헌,CP,우투,신규,B,2019,29.0,13.0,0.0,13.0,1.0,1.0,6.0,1.0,0.0,1.0,11.0,2.0,11.0,4.0,0.0,0.0,6.0,0.0,11.0,0.0,1.64,3.0,0.0,11.0,0.0,-0.07,-0.07,17000.0,고졸,잔류,0.0,0.0
2021,LG,정찬헌,SP,우투,신규,B,2020,30.0,19.0,19.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,110.1,43.0,116.0,22.0,1.0,10.0,31.0,4.0,85.0,5.0,3.51,4.13,110.1,0.0,3.38,0.0,3.38,13000.0,고졸,잔류,0.0,0.0
2022,키움,정찬헌,SP,우투,신규,B,2021,31.0,23.0,23.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,114.1,51.0,133.0,23.0,2.0,6.0,27.0,6.0,59.0,3.0,4.01,3.99,114.1,0.0,1.17,0.0,1.17,20000.0,고졸,잔류,0.0,0.0
2023,키움,정찬헌,SP,우투,신규,B,2022,32.0,20.0,20.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,87.1,52.0,106.0,21.0,0.0,13.0,28.0,6.0,42.0,3.0,5.36,5.56,87.1,0.0,0.58,0.0,0.58,28000.0,고졸,잔류,2.0,8.6
2024,키움,정찬헌,SP,우투,FA 1년차,B,2023,33.0,14.0,14.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,72.0,38.0,71.0,12.0,3.0,4.0,13.0,2.0,35.0,0.0,4.75,3.9,72.0,0.0,0.95,0.0,0.95,10000.0,고졸,잔류,0.0,0.0
2010,삼성,정현욱,RP,우투,신규,A,2009,31.0,62.0,0.0,62.0,8.0,5.0,6.0,0.0,16.0,0.0,79.0,30.0,77.0,11.0,2.0,8.0,36.0,2.0,66.0,9.0,3.42,4.22,0.0,79.0,0.0,2.58,2.58,13000.0,고졸,잔류,0.0,0.0
2011,삼성,정현욱,CP,우투,신규,A,2010,32.0,61.0,0.0,61.0,9.0,1.0,12.0,0.0,11.0,0.0,70.1,25.0,66.0,11.0,3.0,3.0,26.0,4.0,61.0,4.0,3.2,3.4,0.0,70.1,0.0,2.02,2.02,17000.0,고졸,잔류,0.0,0.0
2012,삼성,정현욱,RP,우투,신규,A,2011,33.0,59.0,0.0,59.0,4.0,3.0,1.0,0.0,24.0,0.0,72.1,19.0,70.0,6.0,0.0,4.0,30.0,4.0,52.0,3.0,2.36,3.94,0.0,72.1,0.0,2.61,2.61,21000.0,고졸,잔류,0.0,0.0
2013,삼성,정현욱,RP,우투,신규,A,2012,34.0,54.0,1.0,53.0,2.0,5.0,0.0,0.0,3.0,0.0,62.2,22.0,57.0,12.0,1.0,1.0,21.0,0.0,48.0,3.0,3.16,2.75,4.2,58.0,0.19,1.12,1.32,25000.0,고졸,이적,4.0,28.6
2014,LG,정현욱,RP,우투,FA 1년차,A,2013,35.0,54.0,0.0,54.0,2.0,5.0,2.0,3.0,16.0,0.0,47.2,20.0,55.0,9.0,0.0,4.0,25.0,1.0,31.0,3.0,3.78,4.67,0.0,47.2,0.0,0.48,0.48,40000.0,고졸,잔류,0.0,0.0
2021,KT,주권,RP,우투,신규,A,2020,25.0,77.0,0.0,77.0,6.0,2.0,0.0,6.0,31.0,0.0,70.0,21.0,54.0,11.0,0.0,6.0,32.0,1.0,37.0,0.0,2.7,5.11,0.0,70.0,0.0,2.41,2.41,15000.0,고졸,잔류,0.0,0.0
2022,KT,주권,RP,우투,신규,A,2021,26.0,62.0,0.0,62.0,3.0,4.0,0.0,4.0,27.0,0.0,49.0,18.0,48.0,7.0,1.0,3.0,19.0,1.0,19.0,1.0,3.31,4.66,0.0,49.0,0.0,1.59,1.59,25000.0,고졸,잔류,0.0,0.0
2023,KT,주권,RP,우투,신규,A,2022,27.0,58.0,0.0,58.0,3.0,3.0,1.0,1.0,15.0,0.0,50.2,22.0,58.0,7.0,1.0,3.0,8.0,0.0,31.0,0.0,3.91,3.45,0.0,50.2,0.0,1.37,1.37,29500.0,고졸,잔류,0.0,0.0
2024,KT,주권,RP,우투,신규,A,2023,28.0,42.0,3.0,39.0,1.0,2.0,0.0,0.0,5.0,0.0,47.0,23.0,49.0,7.0,1.0,4.0,19.0,2.0,17.0,0.0,4.4,5.28,6.1,40.2,-0.26,0.67,0.41,29500.0,고졸,잔류,4.0,16.0
2025,KT,주권,CP,우투,FA 1년차,A,2024,29.0,48.0,1.0,47.0,1.0,1.0,0.0,2.0,0.0,0.0,58.0,43.0,78.0,14.0,2.0,7.0,11.0,3.0,31.0,0.0,6.67,5.05,2.2,55.1,-0.16,-0.03,-0.18,20000.0,고졸,잔류,0.0,0.0
2017,LG,진해수,RP,좌투,신규,A,2016,30.0,75.0,0.0,75.0,0.0,4.0,1.0,2.0,17.0,2.0,54.0,28.0,57.0,10.0,1.0,5.0,37.0,2.0,54.0,1.0,4.67,4.91,0.0,54.0,0.0,0.18,0.18,9500.0,고졸,잔류,0.0,0.0
2018,LG,진해수,RP,좌투,신규,A,2017,31.0,75.0,0.0,75.0,3.0,3.0,1.0,4.0,24.0,0.0,52.2,23.0,52.0,11.0,2.0,6.0,15.0,2.0,48.0,1.0,3.93,4.23,0.0,52.2,0.0,1.06,1.06,11000.0,고졸,잔류,0.0,0.0
2019,LG,진해수,RP,좌투,신규,A,2018,32.0,66.0,0.0,66.0,2.0,3.0,0.0,2.0,14.0,1.0,43.2,35.0,63.0,6.0,1.0,7.0,13.0,4.0,37.0,1.0,7.21,5.2,0.0,43.2,0.0,-0.33,-0.33,19000.0,고졸,잔류,0.0,0.0
2020,LG,진해수,RP,좌투,신규,A,2019,33.0,72.0,0.0,72.0,3.0,1.0,0.0,2.0,20.0,0.0,42.0,16.0,44.0,3.0,3.0,2.0,16.0,2.0,38.0,0.0,3.43,3.44,0.0,42.0,0.0,0.8,0.8,18000.0,고졸,잔류,3.0,14.0
2021,LG,진해수,RP,좌투,FA 1년차,A,2020,34.0,76.0,0.0,76.0,4.0,2.0,0.0,5.0,22.0,0.0,50.0,24.0,54.0,6.0,0.0,3.0,23.0,4.0,59.0,5.0,4.32,3.31,0.0,50.0,0.0,0.99,0.99,25000.0,고졸,잔류,0.0,0.0
2014,삼성,차우찬,RP,좌투,신규,A,2013,26.0,43.0,12.0,31.0,10.0,7.0,0.0,0.0,3.0,0.0,121.1,44.0,100.0,21.0,1.0,6.0,67.0,6.0,111.0,10.0,3.26,3.94,73.1,48.0,1.93,1.04,2.97,13000.0,고졸,잔류,0.0,0.0
2015,삼성,차우찬,RP,좌투,신규,A,2014,27.0,69.0,0.0,69.0,3.0,4.0,0.0,3.0,21.0,1.0,82.0,51.0,86.0,15.0,5.0,9.0,42.0,2.0,79.0,7.0,5.6,4.74,0.0,82.0,0.0,0.58,0.58,24000.0,고졸,잔류,0.0,0.0
2016,삼성,차우찬,SP,좌투,신규,A,2015,28.0,31.0,29.0,2.0,13.0,7.0,0.0,0.0,1.0,0.0,173.0,92.0,160.0,36.0,1.0,28.0,74.0,5.0,194.0,9.0,4.79,4.63,170.1,2.2,3.26,0.25,3.52,30000.0,고졸,잔류,0.0,0.0
2017,삼성,차우찬,SP,좌투,신규,A,2016,29.0,24.0,24.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,152.1,80.0,168.0,30.0,2.0,16.0,65.0,8.0,120.0,5.0,4.73,5.01,152.1,0.0,3.76,0.0,3.76,40000.0,고졸,이적,4.0,95.0
2018,LG,차우찬,SP,좌투,FA 1년차,B,2017,30.0,28.0,28.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,175.2,67.0,171.0,33.0,4.0,20.0,38.0,7.0,157.0,10.0,3.43,4.12,175.2,0.0,5.76,0.0,5.76,100000.0,고졸,잔류,0.0,0.0
2019,LG,차우찬,SP,좌투,재자격,B,2018,31.0,29.0,29.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,170.0,115.0,177.0,36.0,4.0,27.0,79.0,10.0,136.0,10.0,6.09,5.84,170.0,0.0,1.55,0.0,1.55,100000.0,고졸,잔류,0.0,0.0
2020,LG,차우찬,SP,좌투,재자격,B,2019,32.0,29.0,28.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,168.1,77.0,181.0,30.0,1.0,16.0,59.0,5.0,124.0,13.0,4.12,4.28,166.1,2.0,2.64,-0.24,2.41,100000.0,고졸,잔류,0.0,0.0
2021,LG,차우찬,SP,좌투,재자격,B,2020,33.0,13.0,13.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,64.0,38.0,71.0,14.0,1.0,8.0,28.0,2.0,51.0,1.0,5.34,4.94,64.0,0.0,0.56,0.0,0.56,100000.0,고졸,잔류,2.0,20.0
2022,LG,차우찬,SP,좌투,FA 1년차,B,2021,34.0,5.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,22.1,13.0,16.0,3.0,0.0,2.0,13.0,3.0,12.0,0.0,5.24,5.71,22.1,0.0,0.33,0.0,0.33,30000.0,고졸,잔류,0.0,0.0
2013,SSG,채병용,SP,우투,신규,A,2012,30.0,14.0,10.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,62.2,22.0,67.0,17.0,2.0,3.0,22.0,1.0,42.0,1.0,3.16,3.32,59.1,62.2,1.72,-0.15,1.57,18000.0,고졸,잔류,0.0,0.0
2014,SSG,채병용,RP,우투,신규,A,2013,31.0,12.0,2.0,10.0,0.0,3.0,1.0,0.0,0.0,1.0,20.1,18.0,30.0,6.0,0.0,2.0,16.0,3.0,12.0,1.0,7.97,6.24,7.2,12.2,-0.11,0.04,-0.07,16000.0,고졸,잔류,0.0,0.0
2015,SSG,채병용,SP,우투,신규,A,2014,32.0,27.0,24.0,3.0,8.0,12.0,0.0,1.0,0.0,0.0,130.0,92.0,151.0,32.0,2.0,27.0,49.0,8.0,87.0,2.0,6.37,6.41,124.1,5.2,1.57,0.26,1.84,13500.0,고졸,잔류,0.0,0.0
2016,SSG,채병용,RP,우투,신규,A,2015,33.0,33.0,8.0,25.0,4.0,4.0,0.0,0.0,1.0,0.0,83.0,56.0,103.0,17.0,2.0,17.0,27.0,3.0,78.0,4.0,6.07,5.26,33.1,49.2,-0.25,0.58,0.33,22000.0,고졸,잔류,3.0,10.5
2017,SSG,채병용,RP,우투,FA 1년차,A,2016,34.0,68.0,0.0,68.0,6.0,3.0,2.0,1.0,9.0,1.0,83.2,40.0,77.0,14.0,1.0,9.0,29.0,3.0,67.0,2.0,4.3,4.67,0.0,83.2,0.0,2.46,2.46,25000.0,고졸,잔류,0.0,0.0
2020,키움,한현희,RP,우사,신규,A,2019,26.0,61.0,0.0,61.0,7.0,5.0,0.0,3.0,24.0,3.0,58.0,22.0,50.0,10.0,1.0,1.0,20.0,7.0,49.0,2.0,3.41,3.29,0.0,58.0,0.0,1.32,1.32,32000.0,고졸,잔류,0.0,0.0
2021,키움,한현희,SP,우사,신규,A,2020,27.0,25.0,25.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,135.2,75.0,141.0,20.0,1.0,10.0,37.0,14.0,109.0,3.0,4.98,4.01,135.2,0.0,2.9,0.0,2.9,29000.0,고졸,잔류,0.0,0.0
2022,키움,한현희,SP,우사,신규,A,2021,28.0,18.0,15.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,85.2,37.0,86.0,20.0,0.0,4.0,30.0,6.0,61.0,3.0,3.89,3.85,81.0,4.2,2.15,0.1,2.24,29000.0,고졸,잔류,0.0,0.0
2023,키움,한현희,SP,우사,신규,A,2022,29.0,21.0,14.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,77.2,41.0,83.0,20.0,1.0,9.0,24.0,8.0,59.0,2.0,4.75,4.54,69.0,8.2,1.09,0.03,1.12,25000.0,고졸,이적,4.0,40.0
2024,롯데,한현희,RP,우사,FA 1년차,A,2023,30.0,38.0,18.0,20.0,6.0,12.0,0.0,1.0,3.0,2.0,104.0,63.0,123.0,20.0,4.0,11.0,44.0,11.0,74.0,6.0,5.45,4.97,86.1,17.2,1.22,-0.42,0.79,20000.0,고졸,잔류,0.0,0.0
2021,두산,함덕주,CP,좌투,신규,B,2020,25.0,36.0,6.0,30.0,5.0,1.0,10.0,3.0,2.0,1.0,55.1,24.0,55.0,7.0,0.0,2.0,21.0,0.0,55.0,7.0,3.9,3.06,25.1,30.0,0.59,0.45,1.04,21000.0,고졸,잔류,0.0,0.0
2022,LG,함덕주,RP,좌투,신규,B,2021,26.0,16.0,3.0,13.0,1.0,2.0,0.0,0.0,1.0,0.0,21.0,10.0,20.0,2.0,1.0,2.0,13.0,3.0,18.0,2.0,4.29,5.12,8.1,12.2,0.02,0.3,0.32,16500.0,고졸,잔류,0.0,0.0
2023,LG,함덕주,RP,좌투,신규,B,2022,27.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,3.0,9.0,2.0,0.0,0.0,11.0,1.0,13.0,0.0,2.13,4.16,0.0,12.2,0.0,0.44,0.44,12000.0,고졸,잔류,0.0,0.0
2024,LG,함덕주,RP,좌투,신규,B,2023,28.0,57.0,0.0,57.0,4.0,0.0,4.0,0.0,16.0,2.0,55.2,10.0,32.0,9.0,1.0,1.0,22.0,2.0,59.0,0.0,1.62,2.69,0.0,55.2,0.0,2.67,2.67,10000.0,고졸,잔류,4.0,38.0
2025,LG,함덕주,RP,좌투,FA 1년차,B,2024,29.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0,3.0,0.0,11.2,7.0,13.0,0.0,1.0,2.0,7.0,1.0,8.0,0.0,5.4,6.65,0.0,11.2,0.0,0.32,0.32,20000.0,고졸,잔류,0.0,0.0
2021,두산,홍건희,RP,우투,신규,A,2020,28.0,60.0,0.0,60.0,3.0,4.0,1.0,3.0,8.0,1.0,68.2,38.0,74.0,14.0,3.0,8.0,22.0,5.0,60.0,3.0,4.98,4.41,0.0,68.2,0.0,0.22,0.22,5300.0,고졸,잔류,0.0,0.0
2022,두산,홍건희,RP,우투,신규,A,2021,29.0,65.0,0.0,65.0,6.0,6.0,3.0,5.0,17.0,2.0,74.1,23.0,65.0,11.0,0.0,3.0,27.0,0.0,82.0,7.0,2.78,2.62,0.0,74.1,0.0,2.67,2.67,11000.0,고졸,잔류,0.0,0.0
2023,두산,홍건희,CP,우투,신규,A,2022,30.0,58.0,0.0,58.0,2.0,9.0,18.0,4.0,9.0,0.0,62.0,24.0,58.0,9.0,0.0,5.0,21.0,2.0,60.0,4.0,3.48,3.42,0.0,62.0,0.0,0.49,0.49,25000.0,고졸,잔류,0.0,0.0
2024,두산,홍건희,CP,우투,신규,A,2023,31.0,64.0,0.0,64.0,1.0,5.0,22.0,3.0,5.0,0.0,61.2,21.0,67.0,10.0,3.0,4.0,24.0,0.0,62.0,8.0,3.06,3.21,0.0,61.2,0.0,1.23,1.23,30000.0,고졸,잔류,4.0,24.5
2025,두산,홍건희,CP,우투,FA 1년차,A,2024,32.0,65.0,0.0,65.0,4.0,3.0,9.0,6.0,11.0,0.0,59.1,18.0,55.0,6.0,1.0,5.0,33.0,5.0,45.0,5.0,2.73,5.19,0.0,59.1,0.0,1.59,1.59,30000.0,고졸,잔류,0.0,0.0
2018,SSG,문승원,SP,우투,다년계약,다년계약,2017,28.0,29.0,29.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,155.1,92.0,181.0,32.0,2.0,25.0,54.0,11.0,86.0,5.0,5.33,6.03,155.1,0.0,2.38,0.0,2.38,4400.0,대졸,잔류,0.0,0.0
2019,SSG,문승원,SP,우투,다년계약,다년계약,2018,29.0,31.0,27.0,4.0,8.0,9.0,1.0,0.0,1.0,0.0,150.2,77.0,180.0,33.0,2.0,24.0,37.0,4.0,122.0,4.0,4.6,5.06,143.1,7.1,3.12,0.25,3.37,9000.0,대졸,잔류,0.0,0.0
2020,SSG,문승원,SP,우투,다년계약,다년계약,2019,30.0,26.0,23.0,3.0,11.0,7.0,0.0,0.0,2.0,0.0,144.0,62.0,130.0,13.0,5.0,23.0,33.0,3.0,99.0,0.0,3.88,4.77,136.0,8.0,3.65,0.39,4.04,9000.0,대졸,잔류,0.0,0.0
2021,SSG,문승원,SP,우투,다년계약,다년계약,2020,31.0,25.0,25.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,145.2,59.0,136.0,28.0,0.0,13.0,45.0,6.0,117.0,2.0,3.65,4.13,145.2,0.0,4.4,0.0,4.4,25700.0,대졸,잔류,0.0,0.0
2022,SSG,문승원,SP,우투,FA 1년차,다년계약,2021,32.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,50.1,16.0,42.0,14.0,0.0,1.0,18.0,2.0,32.0,1.0,2.86,3.65,50.1,0.0,1.67,0.0,1.67,25700.0,대졸,잔류,5.0,55.0
2018,SSG,박종훈,SP,우투,다년계약,다년계약,2017,26.0,29.0,28.0,1.0,12.0,7.0,0.0,0.0,1.0,0.0,155.1,69.0,145.0,26.0,0.0,16.0,61.0,25.0,107.0,4.0,4.1,5.44,149.1,2.0,4.11,0.14,4.25,10000.0,고졸,잔류,0.0,0.0
2019,SSG,박종훈,SP,우투,다년계약,다년계약,2018,27.0,30.0,30.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,159.1,74.0,158.0,31.0,3.0,16.0,54.0,20.0,133.0,3.0,4.18,4.89,159.1,0.0,4.85,0.0,4.85,20000.0,고졸,잔류,0.0,0.0
2020,SSG,박종훈,SP,우투,다년계약,다년계약,2019,28.0,28.0,28.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,144.0,62.0,157.0,29.0,0.0,12.0,59.0,13.0,100.0,1.0,3.88,4.62,144.0,0.0,3.31,0.0,3.31,32000.0,고졸,잔류,0.0,0.0
2021,SSG,박종훈,SP,우투,다년계약,다년계약,2020,29.0,29.0,28.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,157.1,84.0,146.0,21.0,3.0,14.0,78.0,22.0,134.0,5.0,4.81,4.9,150.2,6.2,2.87,0.39,3.26,29000.0,고졸,잔류,0.0,0.0
2022,SSG,박종훈,SP,우투,FA 1년차,다년계약,2021,30.0,9.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,54.1,17.0,40.0,7.0,0.0,2.0,17.0,7.0,41.0,0.0,2.82,3.69,54.1,0.0,2.1,0.0,2.1,32000.0,고졸,잔류,5.0,65.0
2019,롯데,박세웅,SP,우투,다년계약,다년계약,2018,23.0,14.0,12.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,49.0,54.0,83.0,20.0,2.0,10.0,29.0,4.0,40.0,3.0,9.92,6.82,46.1,2.2,-0.3,-0.01,-0.31,25000.0,고졸,잔류,0.0,0.0
2020,롯데,박세웅,SP,우투,다년계약,다년계약,2019,24.0,12.0,12.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,60.0,28.0,66.0,12.0,3.0,3.0,23.0,0.0,44.0,4.0,4.2,3.76,60.0,0.0,0.94,0.0,0.94,11000.0,고졸,잔류,0.0,0.0
2021,롯데,박세웅,SP,우투,다년계약,다년계약,2020,25.0,28.0,28.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,147.1,77.0,177.0,27.0,2.0,20.0,47.0,8.0,108.0,13.0,4.7,4.94,147.1,0.0,2.91,0.0,2.91,11000.0,고졸,잔류,0.0,0.0
2022,롯데,박세웅,SP,우투,다년계약,다년계약,2021,26.0,28.0,28.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,163.0,72.0,141.0,24.0,0.0,20.0,53.0,10.0,125.0,17.0,3.98,4.51,163.0,0.0,5.06,0.0,5.06,16500.0,고졸,잔류,0.0,0.0
2023,롯데,박세웅,SP,우투,FA 1년차,다년계약,2022,27.0,28.0,28.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,157.1,68.0,179.0,32.0,4.0,8.0,32.0,8.0,146.0,8.0,3.89,2.84,157.1,0.0,3.31,0.0,3.31,26000.0,고졸,잔류,5.0,90.0
2019,SSG,김광현,SP,좌투,다년계약,다년계약,2018,30.0,25.0,25.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,136.0,45.0,125.0,16.0,2.0,16.0,30.0,2.0,130.0,3.0,2.98,4.09,136.0,0.0,5.99,0.0,5.99,14000.0,대졸,잔류,0.0,0.0
2020,SSG,김광현,SP,좌투,다년계약,다년계약,2019,31.0,31.0,30.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0,190.1,53.0,198.0,17.0,0.0,13.0,38.0,2.0,180.0,8.0,2.51,2.91,190.0,0.1,7.13,-0.05,7.08,15000.0,대졸,잔류,0.0,0.0
2021,세인트루이스 카디널스,김광현,SP,좌투,해외,해외,2020,31.0,8.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,39.0,7.0,28.0,9.0,0.0,3.0,12.0,0.0,24.0,1.0,1.62,3.88,39.0,0.0,0.6,0.0,0.6,400.0,해외,잔류,0.0,0.0
2022,세인트루이스 카디널스,김광현,SP,좌투,해외,해외,2021,32.0,27.0,21.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,106.2,41.0,98.0,15.0,1.0,12.0,39.0,4.0,80.0,4.0,3.46,4.34,106.2,0.0,1.2,0.0,1.2,400.0,해외계약,잔류,0.0,0.0
2023,SSG,김광현,SP,좌투,FA 1년차,다년계약,2022,34.0,28.0,28.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,173.1,41.0,141.0,16.0,2.0,10.0,45.0,5.0,153.0,1.0,2.13,3.14,173.1,0.0,7.39,0.0,7.39,81000.0,대졸,잔류,4.0,151.0
2021,토론토 블루제이스,류현진,SP,좌투,해외,해외,2020,33.0,12.0,12.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,67.0,20.0,60.0,12.0,0.0,8.0,17.0,1.0,72.0,1.0,2.69,3.01,67.0,0.0,1.9,0.0,1.9,740.0,해외계약,잔류,0.0,0.0
